#Chrom	Start	End	TranscriptID	2-cell	Morula	ICM	TE	Score
chr18	3178491	3182491	TU40283	0	0	0	0	0
chr18	3368956	3372956	TU40289	0	0	-1	0	1
chr1	146396955	146400955	TU4029	0	0	0	0	0
chr17	94684041	94688041	TU40291	0	0	0	-1	1
chr17	94684281	94688281	TU40292	0	0	0	-1	1
chr18	3051845	3055845	TU40293	0	-1	0	0	1
chr17	94836797	94840797	TU40295	0	-1	0	0	1
chr17	94832915	94836915	TU40296	0	0	0	0	0
chr1	25060068	25064068	TU403	0	0	0	0	0
chr17	93946686	93950686	TU40306	0	0	0	0	0
chr17	94440005	94444005	TU40309	0	0	0	0	0
chr17	71420326	71424326	TU40311	0	0	0	-1	1
chr17	93016740	93020740	TU40313	0	-1	0	0	1
chr17	93016740	93020740	TU40314	0	0	0	0	0
chr17	93016740	93020740	TU40315	0	0	0	0	0
chr17	93021422	93025422	TU40316	0	1	-1	0	1
chr18	3744101	3748101	TU40323	0	0	0	0	0
chr17	89420042	89424042	TU40324	0	0	0	0	0
chr17	89461520	89465520	TU40325	-1	0	0	0	1
chr18	4349036	4353036	TU40327	0	0	0	0	0
chr18	3454445	3458445	TU40328	0	0	0	0	0
chr18	4818867	4822867	TU40329	0	0	0	1	1
chr1	147370932	147374932	TU4033	0	0	0	0	0
chr18	3054576	3058576	TU40330	0	0	0	0	0
chr18	3054576	3058576	TU40331	0	0	0	0	0
chr18	4988524	4992524	TU40333	0	0	0	0	0
chr17	89461946	89465946	TU40336	1	0	0	0	1
chr18	3171662	3175662	TU40339	0	0	0	0	0
chr1	147370932	147374932	TU4034	0	0	0	0	0
chr17	88662818	88666818	TU40350	0	0	0	0	0
chr18	3872455	3876455	TU40351	0	0	0	0	0
chr18	3720760	3724760	TU40353	0	0	0	0	0
chr18	3872455	3876455	TU40354	0	0	0	0	0
chr18	5390667	5394667	TU40355	0	0	0	0	0
chr18	5355926	5359926	TU40356	0	0	0	0	0
chr18	3871854	3875854	TU40357	0	0	0	0	0
chr17	88662510	88666510	TU40358	0	0	0	0	0
chr18	5535567	5539567	TU40360	0	0	0	0	0
chr18	4804131	4808131	TU40363	1	0	0	0	1
chr18	4804131	4808131	TU40365	0	0	0	0	0
chr18	4950821	4954821	TU40368	0	0	0	0	0
chr18	4960492	4964492	TU40371	0	0	0	0	0
chr18	4952468	4956468	TU40374	0	0	0	0	0
chr18	4960492	4964492	TU40376	0	0	0	0	0
chr18	6183555	6187555	TU40380	0	0	0	0	0
chr18	6244389	6248389	TU40384	0	0	0	0	0
chr17	94833188	94837188	TU40386	0	-1	0	0	1
chr17	94833188	94837188	TU40387	0	0	0	0	0
chr17	94813826	94817826	TU40388	1	-1	0	0	0
chr18	6187378	6191378	TU40390	0	0	0	-1	1
chr18	4804333	4808333	TU40391	0	0	0	0	0
chr18	4804333	4808333	TU40392	0	0	0	0	0
chr18	6382045	6386045	TU40393	0	0	0	0	0
chr18	3640181	3644181	TU40402	-1	0	0	0	1
chr18	3640181	3644181	TU40403	0	0	0	0	0
chr18	7768597	7772597	TU40404	0	0	0	0	0
chr17	87145711	87149711	TU40405	0	0	0	0	0
chr17	87145711	87149711	TU40406	0	0	0	0	0
chr17	87145711	87149711	TU40407	0	0	0	0	0
chr18	5614919	5618919	TU40408	0	0	0	0	0
chr17	85231269	85235269	TU40409	0	0	0	0	0
chr17	85231269	85235269	TU40410	0	0	0	0	0
chr17	85231269	85235269	TU40411	0	0	0	0	0
chr18	3324973	3328973	TU40412	0	0	0	0	0
chr17	85231269	85235269	TU40414	0	0	0	0	0
chr17	85251069	85255069	TU40415	-1	0	0	1	1
chr18	3326100	3330100	TU40416	0	0	0	0	0
chr17	88459745	88463745	TU40417	0	-1	0	0	1
chr18	7837126	7841126	TU40423	0	0	0	0	0
chr18	7834809	7838809	TU40426	0	0	0	0	0
chr1	149403029	149407029	TU4044	0	0	0	0	0
chr18	5590384	5594384	TU40440	0	0	0	0	0
chr18	5581135	5585135	TU40441	0	0	0	0	0
chr17	88400424	88404424	TU40445	0	0	0	0	0
chr18	2998122	3002122	TU40448	0	-1	0	0	1
chr1	146335028	146339028	TU4045	1	0	0	0	1
chr18	2998122	3002122	TU40450	0	-1	0	0	1
chr18	2998122	3002122	TU40451	0	0	0	0	0
chr18	2998122	3002122	TU40452	0	-1	0	0	1
chr18	3042898	3046898	TU40454	0	0	-1	0	1
chr18	3006456	3010456	TU40455	0	0	-1	-1	1
chr18	5309662	5313662	TU40457	-1	0	0	0	1
chr18	5642105	5646105	TU40458	0	0	0	0	0
chr18	5309662	5313662	TU40459	1	0	0	0	1
chr17	85159690	85163690	TU40462	0	0	0	0	0
chr17	94857957	94861957	TU40463	0	0	0	0	0
chr18	3026600	3030600	TU40464	0	-1	0	0	1
chr17	88421146	88425146	TU40466	0	1	0	0	1
chr18	8181374	8185374	TU40467	0	0	0	0	0
chr17	88421427	88425427	TU40468	0	0	0	0	0
chr18	8183657	8187657	TU40469	0	0	0	0	0
chr1	147675747	147679747	TU4047	0	0	0	0	0
chr17	88421146	88425146	TU40470	0	0	0	0	0
chr18	8186193	8190193	TU40471	0	0	0	0	0
chr17	85141289	85145289	TU40472	0	0	0	0	0
chr18	3459198	3463198	TU40476	0	1	0	0	1
chr18	8616165	8620165	TU40477	0	0	0	0	0
chr18	3459198	3463198	TU40478	0	0	0	0	0
chr18	8614788	8618788	TU40479	0	0	0	0	0
chr18	8144119	8148119	TU40480	1	1	0	1	3
chr18	8193144	8197144	TU40481	0	0	0	0	0
chr18	8939091	8943091	TU40482	0	0	0	0	0
chr18	8944591	8948591	TU40483	0	0	0	0	0
chr18	6560171	6564171	TU40484	1	0	1	0	2
chr18	7729984	7733984	TU40485	0	0	0	0	0
chr18	7729984	7733984	TU40486	0	0	0	0	0
chr18	7729984	7733984	TU40487	0	0	0	0	0
chr18	3012237	3016237	TU40488	0	0	0	0	0
chr18	7729984	7733984	TU40489	0	0	0	0	0
chr18	3012237	3016237	TU40490	0	0	0	0	0
chr18	7729984	7733984	TU40491	0	0	0	0	0
chr18	3012237	3016237	TU40492	0	0	0	-1	1
chr18	7729984	7733984	TU40493	0	0	0	0	0
chr18	7729984	7733984	TU40494	0	0	0	0	0
chr18	9553116	9557116	TU40495	0	0	0	0	0
chr18	3480122	3484122	TU40496	0	0	0	0	0
chr18	3469714	3473714	TU40497	0	0	0	0	0
chr18	3004001	3008001	TU40498	0	0	0	0	0
chr17	85160687	85164687	TU40499	0	0	-1	0	1
chr1	21318055	21322055	TU405	0	0	1	0	1
chr17	85160687	85164687	TU40500	0	0	0	0	0
chr17	85160687	85164687	TU40501	0	0	0	0	0
chr18	9495236	9499236	TU40508	0	0	0	0	0
chr18	9494466	9498466	TU40509	0	0	0	0	0
chr18	9494466	9498466	TU40510	0	0	0	0	0
chr18	8962734	8966734	TU40512	0	0	0	0	0
chr18	8925705	8929705	TU40513	-1	0	0	0	1
chr18	8936551	8940551	TU40514	0	0	0	0	0
chr18	8936551	8940551	TU40516	0	0	0	0	0
chr18	8936551	8940551	TU40518	0	0	0	0	0
chr17	88519088	88523088	TU40523	0	0	0	0	0
chr18	10268288	10272288	TU40534	-1	0	0	0	1
chr18	10267199	10271199	TU40535	0	0	0	0	0
chr1	128200720	128204720	TU4054	1	-1	0	0	0
chr18	6687093	6691093	TU40545	0	1	1	1	2
chr18	6674365	6678365	TU40547	0	0	0	0	0
chr18	6674365	6678365	TU40549	0	0	0	0	0
chr1	149973299	149977299	TU4055	0	0	0	0	0
chr18	6685702	6689702	TU40551	0	0	0	0	0
chr18	6687093	6691093	TU40552	0	0	0	0	0
chr18	8364277	8368277	TU40554	0	0	-1	1	1
chr18	8356583	8360583	TU40556	0	0	0	0	0
chr18	9592453	9596453	TU40557	0	0	0	-1	1
chr18	8356320	8360320	TU40561	0	0	0	0	0
chr18	8359581	8363581	TU40563	0	0	0	0	0
chr18	6790052	6794052	TU40564	0	1	0	0	1
chr18	8356205	8360205	TU40565	0	0	0	0	0
chr18	8359581	8363581	TU40567	0	0	0	0	0
chr18	8356320	8360320	TU40568	0	0	0	0	0
chr18	4663541	4667541	TU40569	0	0	0	0	0
chr1	149952404	149956404	TU4057	0	0	0	0	0
chr18	4657963	4661963	TU40570	0	0	0	0	0
chr18	4657963	4661963	TU40571	0	0	0	0	0
chr18	4663541	4667541	TU40572	0	0	0	0	0
chr18	4657963	4661963	TU40573	0	0	0	0	0
chr18	4657963	4661963	TU40574	0	0	0	0	0
chr18	4663541	4667541	TU40575	0	0	0	0	0
chr18	4657963	4661963	TU40576	0	0	0	0	0
chr18	4657963	4661963	TU40577	0	0	0	0	0
chr18	4663541	4667541	TU40578	0	0	0	0	0
chr18	4643845	4647845	TU40579	-1	0	0	0	1
chr18	4640759	4644759	TU40580	1	0	0	0	1
chr18	4639596	4643596	TU40581	-1	0	0	0	1
chr18	8358599	8362599	TU40583	0	0	0	0	0
chr18	3476690	3480690	TU40597	0	0	1	0	1
chr18	3476690	3480690	TU40598	0	-1	0	0	1
chr18	3473027	3477027	TU40599	0	0	0	0	0
chr1	21290613	21294613	TU406	0	0	0	0	0
chr1	150256885	150260885	TU4060	0	0	0	0	0
chr18	9916177	9920177	TU40602	0	0	0	0	0
chr17	83689211	83693211	TU40603	0	0	-1	0	1
chr18	6330588	6334588	TU40604	0	0	0	0	0
chr18	9892230	9896230	TU40605	0	0	1	0	1
chr18	6293426	6297426	TU40606	0	0	0	0	0
chr18	9892355	9896355	TU40607	0	0	0	0	0
chr18	6298597	6302597	TU40608	1	0	-1	0	1
chr18	3455190	3459190	TU40610	0	0	0	0	0
chr18	9917732	9921732	TU40611	0	0	0	0	0
chr1	150161144	150165144	TU4062	0	0	0	0	0
chr18	3459579	3463579	TU40623	0	0	0	0	0
chr18	6322522	6326522	TU40624	0	0	0	0	0
chr18	6322522	6326522	TU40625	0	0	0	0	0
chr17	56553146	56557146	TU40629	0	0	0	0	0
chr1	150162954	150166954	TU4063	0	0	0	0	0
chr18	10276544	10280544	TU40636	0	0	0	0	0
chr18	10276544	10280544	TU40638	0	0	0	0	0
chr18	10276544	10280544	TU40639	0	0	0	0	0
chr18	10276544	10280544	TU40640	0	0	0	0	0
chr18	6522573	6526573	TU40641	0	0	0	0	0
chr17	83685862	83689862	TU40645	0	0	0	0	0
chr17	83685862	83689862	TU40646	0	0	0	0	0
chr17	83682647	83686647	TU40648	0	0	0	0	0
chr17	83682647	83686647	TU40649	0	0	0	0	0
chr18	10564176	10568176	TU40652	0	0	0	0	0
chr18	11004212	11008212	TU40654	0	0	0	0	0
chr18	8234674	8238674	TU40656	0	0	0	1	1
chr18	8234674	8238674	TU40657	0	0	0	1	1
chr18	8234674	8238674	TU40658	0	0	0	1	1
chr18	8234674	8238674	TU40659	0	0	0	1	1
chr18	8234674	8238674	TU40660	0	0	0	1	1
chr18	8234403	8238403	TU40661	0	1	0	0	1
chr18	8234674	8238674	TU40662	0	0	0	0	0
chr18	8234674	8238674	TU40664	0	0	0	0	0
chr18	10837185	10841185	TU40666	0	0	0	0	0
chr17	83742388	83746388	TU40670	1	-1	0	0	0
chr18	10908416	10912416	TU40671	0	0	0	0	0
chr18	10886415	10890415	TU40672	0	0	0	0	0
chr18	11283972	11287972	TU40675	0	0	0	0	0
chr18	11279553	11283553	TU40676	0	0	0	0	0
chr18	8245265	8249265	TU40679	0	0	0	0	0
chr18	10921207	10925207	TU40680	0	0	0	0	0
chr18	11400427	11404427	TU40681	0	-1	1	-1	2
chr18	10836796	10840796	TU40682	0	0	0	0	0
chr18	11014117	11018117	TU40683	0	0	0	0	0
chr18	12266674	12270674	TU40684	0	0	0	0	0
chr18	10639276	10643276	TU40685	0	-1	1	-1	2
chr18	10627529	10631529	TU40686	0	0	0	0	0
chr18	10632119	10636119	TU40687	0	0	0	0	0
chr18	10627529	10631529	TU40688	0	0	0	1	1
chr18	10638694	10642694	TU40689	0	0	0	0	0
chr18	10991251	10995251	TU40690	0	-1	0	0	1
chr18	10988648	10992648	TU40691	0	0	0	0	0
chr18	10990910	10994910	TU40693	0	0	0	0	0
chr18	11823208	11827208	TU40695	0	0	0	0	0
chr18	10973494	10977494	TU40696	0	-1	0	0	1
chr1	21290613	21294613	TU407	1	1	0	1	3
chr17	86953993	86957993	TU40700	0	0	1	0	1
chr18	10977792	10981792	TU40702	0	0	0	0	0
chr17	86975108	86979108	TU40705	-1	0	0	0	1
chr18	12967021	12971021	TU40717	0	0	0	0	0
chr18	13300890	13304890	TU40722	0	0	0	0	0
chr18	14102268	14106268	TU40724	0	0	0	0	0
chr18	11049456	11053456	TU40725	0	1	0	-1	1
chr18	11049456	11053456	TU40726	0	1	0	-1	1
chr18	11049456	11053456	TU40728	0	0	1	0	1
chr18	14111656	14115656	TU40729	0	0	0	0	0
chr18	14584108	14588108	TU40730	0	0	0	0	0
chr18	14329705	14333705	TU40731	0	0	0	0	0
chr18	9074501	9078501	TU40732	0	0	0	0	0
chr18	14236597	14240597	TU40734	0	0	0	0	0
chr18	9074501	9078501	TU40735	0	0	0	0	0
chr18	9074501	9078501	TU40736	0	0	0	0	0
chr18	14543786	14547786	TU40737	0	0	0	0	0
chr18	9008033	9012033	TU40738	0	-1	0	-1	2
chr18	8997258	9001258	TU40741	0	0	0	0	0
chr18	14555253	14559253	TU40742	0	0	0	0	0
chr18	8987091	8991091	TU40743	1	0	0	-1	1
chr18	13039969	13043969	TU40744	0	-1	0	0	1
chr18	9023302	9027302	TU40746	0	0	0	0	0
chr18	13039969	13043969	TU40747	0	0	0	0	0
chr18	13039969	13043969	TU40749	0	0	0	0	0
chr18	7654124	7658124	TU40750	0	1	1	-1	2
chr18	12258099	12262099	TU40751	0	0	0	0	0
chr18	7436032	7440032	TU40752	0	0	1	-1	1
chr18	14956383	14960383	TU40757	0	0	0	1	1
chr18	14941040	14945040	TU40758	0	0	0	0	0
chr18	14114611	14118611	TU40759	0	0	0	0	0
chr18	14115068	14119068	TU40760	0	0	0	0	0
chr18	14926101	14930101	TU40761	0	0	0	0	0
chr18	14930563	14934563	TU40762	0	0	0	0	0
chr18	16292009	16296009	TU40763	0	0	0	0	0
chr18	15986851	15990851	TU40764	0	1	0	0	1
chr18	16537976	16541976	TU40765	0	0	0	0	0
chr1	149022475	149026475	TU4077	0	-1	-1	-1	2
chr18	17061469	17065469	TU40770	0	0	0	0	0
chr18	17234046	17238046	TU40776	0	0	0	0	0
chr18	17233567	17237567	TU40777	1	0	0	0	1
chr18	17311866	17315866	TU40780	0	0	0	0	0
chr18	14986882	14990882	TU40782	0	0	0	0	0
chr18	14987252	14991252	TU40783	0	1	-1	-1	0
chr18	14986882	14990882	TU40784	0	0	0	0	0
chr18	18207238	18211238	TU40785	0	0	0	0	0
chr18	14986882	14990882	TU40786	0	0	0	0	0
chr18	14978279	14982279	TU40787	0	0	0	-1	1
chr18	16918951	16922951	TU40788	0	0	0	0	0
chr18	18452211	18456211	TU40790	0	0	0	0	0
chr18	16592153	16596153	TU40793	0	0	0	0	0
chr18	13064903	13068903	TU40798	0	0	0	0	0
chr1	23255125	23259125	TU408	0	0	0	0	0
chr1	151103760	151107760	TU4080	0	0	0	0	0
chr18	13064903	13068903	TU40800	0	0	0	0	0
chr18	13105424	13109424	TU40801	0	0	0	0	0
chr18	18632171	18636171	TU40802	0	0	0	0	0
chr18	13129541	13133541	TU40803	0	0	0	0	0
chr18	13082088	13086088	TU40804	0	0	0	0	0
chr18	18741791	18745791	TU40805	0	0	0	0	0
chr18	13082088	13086088	TU40806	0	0	0	0	0
chr18	18825397	18829397	TU40807	0	0	0	0	0
chr18	13064903	13068903	TU40808	0	0	0	0	0
chr18	13105424	13109424	TU40809	0	0	0	0	0
chr18	13090427	13094427	TU40810	0	0	0	0	0
chr18	13129541	13133541	TU40811	0	0	0	0	0
chr18	18716080	18720080	TU40812	0	0	0	0	0
chr18	18094811	18098811	TU40815	0	0	0	0	0
chr18	15578945	15582945	TU40817	0	0	0	0	0
chr18	19385175	19389175	TU40818	0	0	0	0	0
chr17	88049248	88053248	TU40819	0	0	0	0	0
chr17	88047454	88051454	TU40821	0	0	0	0	0
chr18	19761532	19765532	TU40822	0	1	0	0	1
chr18	11079085	11083085	TU40824	0	-1	0	0	1
chr18	19756050	19760050	TU40825	1	0	0	0	1
chr18	19032296	19036296	TU40827	0	0	0	0	0
chr18	12976615	12980615	TU40831	0	0	0	0	0
chr18	14329785	14333785	TU40835	1	0	0	0	1
chr18	16394542	16398542	TU40845	0	0	0	0	0
chr18	20751762	20755762	TU40848	0	0	0	0	0
chr18	20751936	20755936	TU40850	0	0	0	0	0
chr18	12049058	12053058	TU40851	0	0	0	0	0
chr18	20751936	20755936	TU40853	0	0	0	0	0
chr18	12049058	12053058	TU40854	0	0	0	0	0
chr18	19293761	19297761	TU40856	0	0	0	0	0
chr1	136521913	136525913	TU4086	0	0	0	0	0
chr18	12088508	12092508	TU40864	0	0	0	0	0
chr1	144672368	144676368	TU4087	-1	0	0	0	1
chr18	20760448	20764448	TU40872	0	0	0	0	0
chr18	20760448	20764448	TU40875	0	0	0	0	0
chr18	20766666	20770666	TU40876	1	0	0	0	1
chr18	21576709	21580709	TU40877	0	0	0	0	0
chr18	20760448	20764448	TU40879	0	0	0	0	0
chr1	150132087	150136087	TU4088	-1	0	0	0	1
chr18	21576709	21580709	TU40880	1	0	0	0	1
chr18	20760448	20764448	TU40881	0	0	0	0	0
chr18	21453060	21457060	TU40883	0	0	0	0	0
chr18	21951371	21955371	TU40887	0	0	0	0	0
chr18	20734597	20738597	TU40893	0	0	0	0	0
chr1	21290613	21294613	TU409	0	0	0	0	0
chr1	150132087	150136087	TU4090	0	0	0	0	0
chr18	13142117	13146117	TU40903	0	0	0	0	0
chr18	20779487	20783487	TU40904	0	0	0	0	0
chr18	23626863	23630863	TU40908	1	0	0	0	1
chr1	150132087	150136087	TU4091	-1	0	0	0	1
chr18	24084176	24088176	TU40923	0	0	0	0	0
chr18	18830873	18834873	TU40933	1	0	0	0	1
chr18	24467340	24471340	TU40938	0	1	-1	0	1
chr18	19347274	19351274	TU40941	0	0	0	0	0
chr18	19347274	19351274	TU40942	0	0	0	0	0
chr18	19338029	19342029	TU40945	0	0	0	0	0
chr18	19350269	19354269	TU40946	-1	0	0	0	1
chr18	24373647	24377647	TU40952	0	0	0	0	0
chr18	24373647	24377647	TU40953	0	0	0	0	0
chr18	18856431	18860431	TU40957	0	0	0	0	0
chr18	18856431	18860431	TU40958	0	0	0	0	0
chr18	24561902	24565902	TU40959	1	0	0	0	1
chr1	151269751	151273751	TU4096	0	0	0	0	0
chr18	24394067	24398067	TU40960	0	0	0	0	0
chr18	24547328	24551328	TU40962	0	0	0	0	0
chr18	18894473	18898473	TU40963	0	0	0	0	0
chr18	24547328	24551328	TU40964	0	0	0	0	0
chr18	21125244	21129244	TU40965	0	1	1	1	2
chr18	18981168	18985168	TU40971	0	0	0	0	0
chr18	26484082	26488082	TU40981	0	0	0	0	0
chr18	26484082	26488082	TU40982	0	0	0	0	0
chr18	26484082	26488082	TU40983	0	0	0	0	0
chr18	27747143	27751143	TU40984	0	0	0	0	0
chr18	27704745	27708745	TU40985	0	0	0	0	0
chr18	28558166	28562166	TU40989	0	0	0	0	0
chr1	84841119	84845119	TU4099	0	-1	0	0	1
chr18	18883886	18887886	TU40990	0	0	0	0	0
chr18	11972527	11976527	TU40991	0	0	0	-1	1
chr18	24397110	24401110	TU40994	0	0	0	0	0
chr18	14676343	14680343	TU40998	0	0	-1	0	1
chr1	6660767	6664767	TU41	0	0	0	0	0
chr1	23254279	23258279	TU410	0	0	0	0	0
chr1	140718860	140722860	TU4100	0	0	0	-1	1
chr18	28960226	28964226	TU41000	1	1	1	0	3
chr18	29110571	29114571	TU41001	0	0	0	0	0
chr18	28963107	28967107	TU41002	0	0	0	0	0
chr18	29160094	29164094	TU41003	0	0	0	0	0
chr18	24583860	24587860	TU41005	0	0	0	0	0
chr18	28468319	28472319	TU41007	0	0	0	0	0
chr18	24400228	24404228	TU41008	0	0	0	0	0
chr18	28476868	28480868	TU41009	0	0	0	0	0
chr1	140718860	140722860	TU4101	0	0	0	0	0
chr18	28465077	28469077	TU41010	0	0	0	0	0
chr18	28447974	28451974	TU41011	0	0	0	0	0
chr18	28465077	28469077	TU41012	0	0	0	0	0
chr18	28447974	28451974	TU41013	0	0	0	0	0
chr18	30266453	30270453	TU41014	0	0	1	0	1
chr18	29725002	29729002	TU41015	0	0	0	0	0
chr18	29857229	29861229	TU41017	0	0	0	0	0
chr18	24465776	24469776	TU41023	0	0	0	0	0
chr18	30248390	30252390	TU41028	0	0	0	0	0
chr18	30885581	30889581	TU41029	0	0	0	0	0
chr1	84848302	84852302	TU4103	0	0	-1	0	1
chr18	30248390	30252390	TU41031	-1	0	-1	0	2
chr18	30255467	30259467	TU41032	0	0	0	0	0
chr18	29660918	29664918	TU41033	0	0	0	0	0
chr18	30411236	30415236	TU41034	0	0	0	0	0
chr18	24535348	24539348	TU41035	1	1	1	1	3
chr18	24538489	24542489	TU41036	0	0	-1	0	1
chr18	24171578	24175578	TU41038	0	0	0	0	0
chr18	26833985	26837985	TU41041	0	0	0	0	0
chr18	20933400	20937400	TU41046	0	0	1	-1	1
chr18	20944761	20948761	TU41048	0	0	0	0	0
chr18	20944761	20948761	TU41050	0	0	0	0	0
chr18	31786832	31790832	TU41051	1	0	0	0	1
chr18	31786832	31790832	TU41052	0	0	0	0	0
chr18	31042731	31046731	TU41058	0	0	0	0	0
chr18	26932314	26936314	TU41061	0	0	0	0	0
chr18	26962368	26966368	TU41062	0	0	0	0	0
chr18	26977632	26981632	TU41063	1	0	0	0	1
chr18	32112446	32116446	TU41073	0	0	1	0	1
chr18	31401899	31405899	TU41074	0	0	0	0	0
chr18	31401899	31405899	TU41075	0	0	0	0	0
chr18	31401899	31405899	TU41076	0	0	0	0	0
chr18	32040820	32044820	TU41077	0	1	1	1	2
chr18	31401899	31405899	TU41079	0	0	0	0	0
chr1	148487164	148491164	TU4108	0	1	1	0	2
chr18	32041414	32045414	TU41080	0	0	0	0	0
chr18	31401899	31405899	TU41081	0	0	0	0	0
chr18	21001568	21005568	TU41084	0	0	1	1	1
chr1	148276226	148280226	TU4109	0	0	0	0	0
chr18	32280737	32284737	TU41092	0	0	0	0	0
chr18	32299176	32303176	TU41093	0	0	0	0	0
chr1	21290613	21294613	TU411	0	0	0	0	0
chr18	32883390	32887390	TU41101	0	0	0	0	0
chr18	33069979	33073979	TU41102	0	0	0	0	0
chr18	33160108	33164108	TU41103	0	0	0	0	0
chr18	32449974	32453974	TU41104	0	-1	0	0	1
chr18	32533689	32537689	TU41105	0	0	0	0	0
chr18	32023871	32027871	TU41107	-1	0	0	0	1
chr18	32023871	32027871	TU41108	0	0	0	0	0
chr18	32538115	32542115	TU41114	0	0	0	0	0
chr18	33388362	33392362	TU41119	0	0	0	0	0
chr18	33785776	33789776	TU41121	0	0	0	0	0
chr18	33785776	33789776	TU41122	0	0	0	0	0
chr18	34147407	34151407	TU41130	0	0	0	0	0
chr18	34118562	34122562	TU41132	0	0	0	0	0
chr18	34147407	34151407	TU41134	0	0	0	0	0
chr18	33697818	33701818	TU41139	0	-1	0	0	1
chr1	140833758	140837758	TU4114	0	0	0	0	0
chr18	33697818	33701818	TU41140	0	0	0	0	0
chr18	33697818	33701818	TU41141	0	0	0	0	0
chr18	33701866	33705866	TU41142	-1	0	0	0	1
chr18	32980768	32984768	TU41143	0	0	0	0	0
chr18	32980768	32984768	TU41145	0	0	0	0	0
chr18	32962957	32966957	TU41146	0	-1	0	0	1
chr18	32973293	32977293	TU41147	0	0	0	0	0
chr18	34150337	34154337	TU41149	0	0	0	0	0
chr1	150228316	150232316	TU4115	0	0	0	0	0
chr18	34658989	34662989	TU41150	0	0	0	0	0
chr18	34525804	34529804	TU41154	0	0	0	0	0
chr18	34525804	34529804	TU41155	0	0	0	0	0
chr18	14850157	14854157	TU41159	0	0	0	-1	1
chr1	150228316	150232316	TU4116	0	0	0	0	0
chr18	14850157	14854157	TU41160	0	0	0	0	0
chr18	34727997	34731997	TU41165	0	1	0	0	1
chr18	34727997	34731997	TU41166	0	-1	0	0	1
chr18	33601738	33605738	TU41168	0	0	0	0	0
chr18	33598505	33602505	TU41169	0	0	0	0	0
chr18	33653763	33657763	TU41171	0	0	0	0	0
chr18	33653763	33657763	TU41172	0	0	0	0	0
chr18	33653763	33657763	TU41173	0	0	0	0	0
chr18	34882059	34886059	TU41178	0	0	0	0	0
chr1	150163439	150167439	TU4118	0	0	0	0	0
chr18	12171518	12175518	TU41190	0	0	0	0	0
chr18	32677407	32681407	TU41192	0	0	0	0	0
chr18	32677407	32681407	TU41193	0	0	0	0	0
chr18	32621771	32625771	TU41194	0	0	0	0	0
chr18	32621771	32625771	TU41195	0	0	0	0	0
chr18	35039381	35043381	TU41197	0	0	1	0	1
chr18	34989143	34993143	TU41198	0	0	0	0	0
chr1	23255125	23259125	TU412	0	-1	0	1	1
chr1	84894465	84898465	TU4120	0	0	0	0	0
chr18	34417657	34421657	TU41222	0	0	0	0	0
chr18	34585408	34589408	TU41224	0	0	0	0	0
chr18	34585408	34589408	TU41225	0	0	0	0	0
chr18	35095228	35099228	TU41226	0	0	0	0	0
chr18	35094442	35098442	TU41227	0	0	0	0	0
chr18	35090168	35094168	TU41228	0	1	1	1	2
chr18	35090168	35094168	TU41229	0	0	0	0	0
chr18	34372969	34376969	TU41232	0	0	-1	0	1
chr18	34405514	34409514	TU41233	0	0	0	0	0
chr18	35116784	35120784	TU41245	0	0	0	0	0
chr18	35116784	35120784	TU41247	0	0	0	0	0
chr18	35116784	35120784	TU41248	0	0	0	0	0
chr18	35116784	35120784	TU41249	0	0	0	0	0
chr18	35116784	35120784	TU41250	0	0	0	0	0
chr18	35634177	35638177	TU41254	1	1	0	1	3
chr18	35633033	35637033	TU41255	1	1	1	0	3
chr18	35751104	35755104	TU41258	0	0	0	0	0
chr1	148444867	148448867	TU4126	0	0	0	0	0
chr18	35653325	35657325	TU41262	0	0	0	0	0
chr18	32645947	32649947	TU41269	0	0	0	0	0
chr18	35819730	35823730	TU41272	-1	1	0	0	0
chr18	34039651	34043651	TU41280	0	0	0	0	0
chr18	34039467	34043467	TU41282	0	0	0	0	0
chr18	35673930	35677930	TU41284	0	0	0	1	1
chr18	35059008	35063008	TU41285	0	0	0	0	0
chr18	35085609	35089609	TU41288	0	0	0	0	0
chr18	35056106	35060106	TU41289	0	0	0	0	0
chr18	35085609	35089609	TU41291	0	0	0	0	0
chr18	35085609	35089609	TU41292	0	0	0	0	0
chr18	35058372	35062372	TU41293	-1	0	1	0	1
chr18	35085609	35089609	TU41294	0	0	0	0	0
chr18	35085228	35089228	TU41295	0	0	0	0	0
chr18	35085609	35089609	TU41296	0	0	0	0	0
chr18	35053797	35057797	TU41297	0	0	0	1	1
chr18	35085609	35089609	TU41298	0	0	0	0	0
chr18	34236534	34240534	TU41299	0	0	0	0	0
chr1	21964047	21968047	TU413	0	0	0	0	0
chr18	35878050	35882050	TU41300	0	0	0	0	0
chr18	35878742	35882742	TU41301	-1	0	0	0	1
chr18	35828137	35832137	TU41303	0	0	1	0	1
chr18	36251724	36255724	TU41304	0	0	0	0	0
chr18	36207503	36211503	TU41308	0	0	0	0	0
chr18	36222842	36226842	TU41316	0	0	0	0	0
chr18	36193562	36197562	TU41317	0	0	0	0	0
chr18	36195815	36199815	TU41318	0	0	1	0	1
chr18	36327695	36331695	TU41319	0	1	0	0	1
chr18	36315150	36319150	TU41320	0	0	0	0	0
chr18	32831291	32835291	TU41324	0	0	0	0	0
chr18	36468412	36472412	TU41326	0	0	0	0	0
chr18	32830824	32834824	TU41328	0	0	0	0	0
