#Chrom	Start	End	TransposableElementTranscript	TransposableElementSymbol	Strand	2-cell	Morula	ICM	TE
chr2	157054864	157058864	TU51424	G24855	-	0	0	0	-1
chr2	157089369	157093369	TU51426	G24856	-	0	0	0	0
chr2	157203241	157207241	TU51465	G24874	+	0	0	0	0
chr2	157203585	157207585	TU51466	G24874	+	0	0	0	0
chr2	157204036	157208036	TU51464	G24874	+	0	-1	0	0
chr2	157244251	157248251	TU52065	G25167	+	-1	1	1	0
chr2	157265770	157269770	TU52063	G25165	+	0	0	0	0
chr2	157387792	157391792	TU51546	G24911	-	0	0	0	0
chr2	157564675	157568675	TU51469	G24877	+	0	0	0	0
chr2	157565802	157569802	TU51470	G24877	+	0	0	1	0
chr2	157592706	157596706	TU51461	G24871	-	0	0	1	0
chr2	157595331	157599331	TU51549	G24913	-	0	0	0	0
chr2	157595331	157599331	TU51550	G24913	-	0	0	0	0
chr2	157595331	157599331	TU51551	G24913	-	0	0	0	0
chr2	157736043	157740043	TU52048	G25160	+	1	0	0	1
chr2	157836472	157840472	TU52062	G25164	+	0	0	0	0
chr2	158103340	158107340	TU51580	G24928	+	0	0	0	0
chr2	158287287	158291287	TU51608	G24946	+	0	-1	0	0
chr2	158295692	158299692	TU51668	G24968	-	0	0	0	0
chr2	158356649	158360649	TU51944	G25108	-	0	0	0	0
chr2	158357933	158361933	TU51987	G25108	-	0	0	0	0
chr2	158357933	158361933	TU51988	G25108	-	0	0	0	0
chr2	158359242	158363242	TU51933	G25108	-	0	0	0	0
chr2	158359242	158363242	TU51982	G25108	-	0	0	0	0
chr2	158360333	158364333	TU51929	G25108	-	0	0	0	0
chr2	158360333	158364333	TU51930	G25108	-	0	0	0	0
chr2	158360333	158364333	TU51931	G25108	-	0	0	0	0
chr2	158360333	158364333	TU51934	G25108	-	0	0	0	0
chr2	158360333	158364333	TU51941	G25108	-	0	0	0	0
chr2	158360333	158364333	TU51981	G25108	-	0	0	0	0
chr2	158360333	158364333	TU51986	G25108	-	0	0	0	0
chr2	158366206	158370206	TU51932	G25108	-	0	0	0	0
chr2	158366206	158370206	TU51936	G25108	-	0	0	0	0
chr2	158366206	158370206	TU51943	G25108	-	0	0	0	0
chr2	158366206	158370206	TU51985	G25108	-	0	0	0	0
chr2	158373598	158377598	TU51679	G24974	+	0	1	0	0
chr2	158373598	158377598	TU51685	G24974	+	0	0	0	0
chr2	158373598	158377598	TU51687	G24974	+	0	0	0	0
chr2	158374661	158378661	TU51689	G24974	+	0	0	-1	1
chr2	158378602	158382602	TU51682	G24974	+	-1	0	-1	0
chr2	158392327	158396327	TU51538	G24905	+	0	0	0	0
chr2	158552673	158556673	TU51564	G24919	+	0	-1	1	-1
chr2	158552673	158556673	TU51566	G24919	+	0	0	0	0
chr2	158561243	158565243	TU51567	G24919	+	0	0	0	0
chr2	158641511	158645511	TU51559	G24917	+	-1	0	0	0
chr2	158641828	158645828	TU51558	G24917	+	1	0	0	0
chr2	158788099	158792099	TU51556	G24916	-	0	0	0	0
chr2	158789713	158793713	TU51557	G24916	-	0	0	0	0
chr2	158954746	158958746	TU51568	G24920	+	0	0	0	0
chr2	159044033	159048033	TU51573	G24923	+	0	0	0	0
chr2	159059055	159063055	TU51572	G24923	+	1	0	0	0
chr2	159751475	159755475	TU51569	G24921	+	0	0	0	0
chr2	159977161	159981161	TU51691	G24975	+	-1	0	0	0
chr2	160518642	160522642	TU51579	G24927	-	0	0	0	0
chr2	160741644	160745644	TU51582	G24931	-	0	0	0	0
chr2	160766947	160770947	TU51716	G24991	-	0	1	1	0
chr2	160872451	160876451	TU51599	G24941	-	0	0	0	0
chr2	160880928	160884928	TU51603	G24944	-	0	0	0	0
chr2	160880928	160884928	TU51606	G24944	-	0	0	0	0
chr2	161107732	161111732	TU51714	G24989	+	0	0	0	0
chr2	161166114	161170114	TU51804	G25036	-	0	0	0	0
chr2	161166114	161170114	TU51805	G25036	-	0	0	0	0
chr2	161166114	161170114	TU51807	G25036	-	0	0	0	0
chr2	161188972	161192972	TU51605	G24945	+	0	0	0	0
chr2	161263448	161267448	TU51632	G24952	+	0	0	0	0
chr2	161769751	161773751	TU51666	G24967	+	0	0	0	0
chr2	162388772	162392772	TU51709	G24985	+	0	0	1	1
chr2	162659227	162663227	TU51746	G25005	+	0	0	0	0
chr2	162659227	162663227	TU51749	G25005	+	0	0	0	0
chr2	162797184	162801184	TU51646	G24956	-	0	0	0	0
chr2	162916192	162920192	TU51635	G24953	-	-1	0	0	0
chr2	162926565	162930565	TU51641	G24954	+	1	1	1	0
chr2	163422951	163426951	TU51670	G24969	-	0	0	0	0
chr2	163464378	163468378	TU51731	G24997	+	0	0	0	0
chr2	163495493	163499493	TU51811	G25039	-	0	0	-1	0
chr2	163519794	163523794	TU51809	G25039	-	0	0	0	0
chr2	163519794	163523794	TU51810	G25039	-	0	0	0	0
chr2	163523562	163527562	TU51812	G25039	-	0	0	0	0
chr2	163619365	163623365	TU51707	G24983	-	1	-1	0	-1
chr2	163645338	163649338	TU51710	G24986	-	0	0	0	0
chr2	163658273	163662273	TU51955	G25118	-	-1	0	0	0
chr2	163661110	163665110	TU51954	G25118	-	0	0	0	0
chr2	163703228	163707228	TU51984	G25131	-	-1	1	0	-1
chr2	163704078	163708078	TU51983	G25131	-	0	0	0	0
chr2	163833604	163837604	TU51751	G25007	-	0	0	0	0
chr2	163849203	163853203	TU51738	G25001	-	0	0	0	0
chr2	163849203	163853203	TU51740	G25001	-	0	0	0	0
chr2	163944075	163948075	TU51719	G24994	+	0	0	0	0
chr2	164078778	164082778	TU52138	G25213	+	0	0	0	0
chr2	164458912	164462912	TU52064	G25166	-	0	0	0	0
chr2	164506697	164510697	TU51762	G25014	+	0	0	0	0
chr2	164519283	164523283	TU51769	G25020	-	-1	0	0	0
chr2	164519283	164523283	TU51770	G25020	-	0	0	0	0
chr2	164535110	164539110	TU51765	G25017	-	0	0	0	0
chr2	164541539	164545539	TU51764	G25016	-	0	0	0	0
chr2	164742341	164746341	TU52090	G25186	-	0	-1	0	-1
chr2	164743926	164747926	TU52072	G25173	-	0	0	0	0
chr2	164744669	164748669	TU52091	G25186	-	0	0	0	0
chr2	164748858	164752858	TU52096	G25191	-	-1	0	0	-1
chr2	164794260	164798260	TU51877	G25077	+	-1	0	0	-1
chr2	164935995	164939995	TU51775	G25024	-	0	0	0	0
chr2	165408969	165412969	TU51872	G25073	+	0	0	0	0
chr2	165415951	165419951	TU51874	G25073	+	0	0	0	0
chr2	165477285	165481285	TU51900	G25091	-	0	0	0	0
chr2	165506765	165510765	TU51902	G25093	-	0	0	0	0
chr2	165771045	165775045	TU51835	G25055	-	0	0	0	0
chr2	165915354	165919354	TU51844	G25062	+	0	0	0	0
chr2	165930716	165934716	TU51846	G25062	+	0	0	0	0
chr2	165955075	165959075	TU51845	G25063	+	0	0	0	0
chr2	165963154	165967154	TU51878	G25076	-	0	0	0	0
chr2	165963154	165967154	TU51879	G25076	-	0	1	0	0
chr2	165968139	165972139	TU51876	G25076	-	0	0	0	0
chr2	165985422	165989422	TU52590	G25446	+	0	0	0	0
chr2	165986625	165990625	TU52589	G25446	+	-1	-1	0	0
chr2	166140478	166144478	TU52606	G25457	+	0	0	0	0
chr2	166249108	166253108	TU51853	G25065	+	0	0	0	0
chr2	166342390	166346390	TU51864	G25070	-	0	0	0	0
chr2	166357587	166361587	TU51880	G25078	+	-1	0	0	0
chr2	166357587	166361587	TU51882	G25078	+	-1	0	0	0
chr2	166357587	166361587	TU51883	G25078	+	-1	0	0	0
chr2	166402933	166406933	TU51922	G25104	+	0	0	0	0
chr2	166724184	166728184	TU51873	G25074	+	0	1	0	0
chr2	166765903	166769903	TU51884	G25080	-	0	0	0	0
chr2	166768633	166772633	TU51885	G25080	-	0	0	0	0
chr2	166812295	166816295	TU52819	G25557	-	1	1	1	0
chr2	166815088	166819088	TU52816	G25557	-	0	0	0	0
chr2	167008717	167012717	TU51895	G25086	-	0	0	0	0
chr2	167012592	167016592	TU52255	G25268	-	1	-1	0	0
chr2	167013040	167017040	TU52257	G25268	-	0	0	0	0
chr2	167189335	167193335	TU51898	G25089	+	0	0	0	0
chr2	167254199	167258199	TU51951	G25117	+	0	0	0	0
chr2	167286932	167290932	TU51939	G25112	+	0	0	0	0
chr2	167368497	167372497	TU52023	G25153	-	0	0	0	0
chr2	167402892	167406892	TU51965	G25121	+	0	1	0	0
chr2	167402892	167406892	TU51966	G25121	+	0	0	0	0
chr2	167424676	167428676	TU52227	G25250	-	-1	0	-1	0
chr2	167429423	167433423	TU52233	G25255	-	0	0	0	0
chr2	167450129	167454129	TU52254	G25267	-	0	0	0	0
chr2	167450129	167454129	TU52256	G25267	-	-1	0	-1	0
chr2	167514996	167518996	TU51948	G25097	+	0	0	0	0
chr2	167519214	167523214	TU51959	G25119	-	0	0	0	0
chr2	167521294	167525294	TU51919	G25103	+	0	0	1	1
chr2	167523425	167527425	TU51957	G25119	-	0	0	0	0
chr2	167533512	167537512	TU51910	G25098	-	0	0	0	0
chr2	167534019	167538019	TU51911	G25098	-	0	0	0	0
chr2	167545448	167549448	TU51914	G25101	-	0	0	0	0
chr2	167550325	167554325	TU51945	G25114	+	0	0	0	0
chr2	167567615	167571615	TU51990	G25133	-	0	0	0	0
chr2	167569277	167573277	TU51973	G25127	+	0	0	0	0
chr2	167569277	167573277	TU51974	G25127	+	0	0	0	1
chr2	167574368	167578368	TU52010	G25146	-	0	0	0	0
chr2	167577820	167581820	TU52008	G25146	-	1	0	0	0
chr2	167577820	167581820	TU52009	G25146	-	0	0	0	0
chr2	167598273	167602273	TU51935	G25109	-	0	0	0	0
chr2	167662674	167666674	TU51937	G25110	+	0	0	1	0
chr2	167665955	167669955	TU51972	G25126	+	0	0	0	0
chr2	167673912	167677912	TU51971	G25126	+	0	0	0	0
chr2	167890294	167894294	TU51964	G25120	-	0	0	0	0
chr2	167907578	167911578	TU51975	G25128	+	0	0	0	0
chr2	167919015	167923015	TU51976	G25128	+	0	0	0	0
chr2	167957969	167961969	TU52301	G25292	-	1	0	0	0
chr2	168020011	168024011	TU51989	G25132	-	1	-1	1	0
chr2	168020569	168024569	TU51991	G25132	-	0	0	0	0
chr2	168061780	168065780	TU52006	G25145	-	0	0	0	0
chr2	168066286	168070286	TU52007	G25145	-	0	0	0	0
chr2	168066340	168070340	TU51994	G25136	+	0	1	1	0
chr2	168121134	168125134	TU51996	G25138	+	0	1	1	-1
chr2	168121134	168125134	TU51997	G25138	+	0	0	0	0
chr2	168121134	168125134	TU51998	G25138	+	0	0	0	0
chr2	168135564	168139564	TU52004	G25143	-	0	0	0	0
chr2	168151226	168155226	TU51980	G25130	-	0	0	1	0
chr2	168158600	168162600	TU52002	G25142	+	0	0	0	0
chr2	168159295	168163295	TU52003	G25142	+	0	0	-1	0
chr2	168236917	168240917	TU52076	G25176	+	-1	0	0	0
chr2	168308732	168312732	TU52181	G25238	+	0	0	0	0
chr2	168308732	168312732	TU52185	G25238	+	0	0	0	0
chr2	168308732	168312732	TU52188	G25238	+	0	0	0	0
chr2	168308732	168312732	TU52191	G25238	+	0	0	0	0
chr2	168310602	168314602	TU52221	G25247	+	0	0	0	0
chr2	168317524	168321524	TU52304	G25293	-	0	0	0	0
chr2	168361208	168365208	TU52374	G25331	-	0	0	0	0
chr2	168401840	168405840	TU52194	G25238	+	0	0	0	0
chr2	168712904	168716904	TU52143	G25217	+	-1	-1	-1	-1
chr2	168712904	168716904	TU52144	G25217	+	0	0	0	0
chr2	168719893	168723893	TU52436	G25361	-	0	0	0	0
chr2	168721749	168725749	TU52434	G25361	-	0	-1	0	0
chr2	168721749	168725749	TU52438	G25361	-	0	0	0	0
chr2	168767036	168771036	TU52192	G25237	+	0	0	0	0
chr2	168779114	168783114	TU52179	G25237	+	0	0	0	0
chr2	168779114	168783114	TU52195	G25237	+	1	0	-1	0
chr2	168779114	168783114	TU52199	G25237	+	0	0	0	0
chr2	168782318	168786318	TU52182	G25237	+	0	0	0	0
chr2	168782318	168786318	TU52197	G25237	+	0	0	0	0
chr2	168784459	168788459	TU52180	G25237	+	0	0	0	0
chr2	168784459	168788459	TU52183	G25237	+	0	0	0	0
chr2	168784459	168788459	TU52186	G25237	+	0	0	0	0
chr2	168784459	168788459	TU52189	G25237	+	0	0	0	0
chr2	168784459	168788459	TU52196	G25237	+	0	0	0	0
chr2	168784459	168788459	TU52200	G25237	+	0	0	0	0
chr2	168784721	168788721	TU52201	G25237	+	0	0	0	0
chr2	168789666	168793666	TU52243	G25259	-	1	0	0	0
chr2	168799355	168803355	TU52240	G25259	-	0	0	0	0
chr2	168799355	168803355	TU52241	G25259	-	0	0	0	0
chr2	168821403	168825403	TU52085	G25183	-	1	0	0	0
chr2	168825797	168829797	TU52094	G25189	+	0	0	0	0
chr2	168838848	168842848	TU52109	G25199	-	0	0	0	0
chr2	168845835	168849835	TU52111	G25199	-	0	0	0	0
chr2	168877366	168881366	TU52069	G25170	-	0	0	0	0
chr2	168954247	168958247	TU52081	G25180	+	0	0	0	-1
chr2	168954247	168958247	TU52083	G25180	+	0	0	0	-1
chr2	168954247	168958247	TU52086	G25180	+	0	0	0	-1
chr2	168963558	168967558	TU52129	G25207	-	0	-1	-1	-1
chr2	168964876	168968876	TU52128	G25207	-	0	0	-1	0
chr2	168968300	168972300	TU52132	G25207	-	0	0	0	0
chr2	168984446	168988446	TU52080	G25179	+	0	-1	0	-1
chr2	169004036	169008036	TU52117	G25201	+	0	0	0	0
chr2	169020661	169024661	TU52125	G25201	+	0	0	0	0
chr2	169025276	169029276	TU52135	G25210	+	0	0	0	0
chr2	169027257	169031257	TU52113	G25201	+	0	0	0	0
chr2	169027257	169031257	TU52120	G25201	+	0	0	0	1
chr2	169032459	169036459	TU52123	G25201	+	0	0	0	-1
chr2	169066447	169070447	TU52084	G25182	+	0	0	0	0
chr2	169096662	169100662	TU52101	G25193	+	0	0	0	1
chr2	169096662	169100662	TU52104	G25193	+	0	0	0	0
chr2	169098275	169102275	TU52099	G25193	+	0	0	-1	0
chr2	169101565	169105565	TU52087	G25184	+	0	-1	0	0
chr2	169101565	169105565	TU52088	G25184	+	0	0	0	0
chr2	169290805	169294805	TU52089	G25185	+	0	0	0	0
chr2	170023100	170027100	TU52115	G25203	-	1	0	0	0
chr2	170023100	170027100	TU52118	G25203	-	1	0	0	0
chr2	170023100	170027100	TU52124	G25203	-	1	0	0	0
chr2	170041386	170045386	TU52131	G25209	-	0	-1	0	-1
chr2	170041386	170045386	TU52133	G25209	-	0	0	0	0
chr2	170041386	170045386	TU52134	G25209	-	0	0	0	0
chr2	170199996	170203996	TU52098	G25192	+	0	0	0	0
chr2	170243457	170247457	TU52103	G25196	+	0	0	0	0
chr2	170248901	170252901	TU52100	G25194	-	0	0	-1	0
chr2	170508930	170512930	TU52152	G25223	-	0	0	0	0
chr2	170622215	170626215	TU52150	G25222	-	0	0	-1	0
chr2	170624390	170628390	TU52149	G25222	-	0	0	0	0
chr2	170633680	170637680	TU52151	G25222	-	0	0	0	0
chr2	170671825	170675825	TU52166	G25231	-	0	0	0	0
chr2	170671825	170675825	TU52170	G25231	-	0	0	0	0
chr2	170671825	170675825	TU52172	G25231	-	0	0	0	0
chr2	170685421	170689421	TU52127	G25206	+	0	0	0	0
chr2	171735780	171739780	TU52214	G25242	-	0	0	0	0
chr2	171739928	171743928	TU52215	G25242	-	0	0	0	0
chr2	171816883	171820883	TU52204	G25242	-	0	0	0	0
chr2	171816883	171820883	TU52205	G25242	-	0	0	0	0
chr2	171816883	171820883	TU52207	G25242	-	0	0	0	0
chr2	171816883	171820883	TU52210	G25242	-	0	0	0	0
chr2	171838060	171842060	TU52139	G25214	-	0	0	0	0
chr2	171860534	171864534	TU52175	G25235	+	0	0	0	0
chr2	171860534	171864534	TU52176	G25235	+	0	0	0	0
chr2	171861484	171865484	TU52354	G25315	-	0	0	0	0
chr2	171874104	171878104	TU52362	G25315	-	0	0	0	0
chr2	171885960	171889960	TU52184	G25239	+	0	0	0	0
chr2	171885960	171889960	TU52187	G25239	+	0	0	0	0
chr2	171891211	171895211	TU52371	G25328	-	0	0	0	0
chr2	171922171	171926171	TU52356	G25315	-	0	0	-1	0
chr2	171922431	171926431	TU52357	G25315	-	0	0	0	0
chr2	171925832	171929832	TU52345	G25315	-	0	0	0	0
chr2	171925832	171929832	TU52347	G25315	-	0	0	0	0
chr2	171925832	171929832	TU52352	G25315	-	0	0	0	0
chr2	171925832	171929832	TU52359	G25315	-	0	0	0	0
chr2	171925832	171929832	TU52360	G25315	-	0	0	0	0
chr2	171929038	171933038	TU52380	G25334	-	-1	1	0	0
chr2	171930159	171934159	TU52349	G25315	-	-1	1	0	0
chr2	171930159	171934159	TU52350	G25315	-	0	0	0	0
chr2	171930159	171934159	TU52353	G25315	-	0	0	0	0
chr2	171930159	171934159	TU52361	G25315	-	0	0	0	0
chr2	171946375	171950375	TU52136	G25211	+	0	0	0	0
chr2	171973206	171977206	TU52137	G25212	+	0	0	0	0
chr2	171987403	171991403	TU52160	G25228	-	0	0	0	0
chr2	171987403	171991403	TU52162	G25228	-	0	0	0	0
chr2	171989029	171993029	TU52141	G25216	-	0	0	1	0
chr2	172273925	172277925	TU52148	G25221	-	0	0	0	0
chr2	172290900	172294900	TU52159	G25227	-	0	0	0	0
chr2	172292565	172296565	TU52158	G25227	-	0	0	0	0
chr2	172380454	172384454	TU52236	G25257	-	1	0	0	0
chr2	172531068	172535068	TU52155	G25225	+	0	0	0	0
chr2	172583842	172587842	TU52161	G25229	+	0	0	0	0
chr2	172583842	172587842	TU52163	G25229	+	0	0	0	0
chr2	172742214	172746214	TU52228	G25251	+	0	0	0	0
chr2	173009018	173013018	TU52432	G25359	-	0	0	0	0
chr2	173047596	173051596	TU52232	G25254	+	0	0	0	0
chr2	173200315	173204315	TU52247	G25263	+	0	0	0	0
chr2	173200843	173204843	TU52246	G25263	+	0	0	0	0
chr2	173432695	173436695	TU52244	G25261	-	0	0	0	0
chr2	173466627	173470627	TU52249	G25265	-	0	0	0	0
chr2	173466627	173470627	TU52251	G25265	-	0	0	0	0
chr2	173466627	173470627	TU52252	G25265	-	0	0	0	0
chr2	173580472	173584472	TU52261	G25269	+	0	0	0	0
chr2	173580899	173584899	TU52262	G25269	+	0	0	0	0
chr2	173581471	173585471	TU52260	G25269	+	0	0	1	-1
chr2	173582766	173586766	TU52258	G25269	+	0	0	0	1
chr2	173921117	173925117	TU52276	G25277	+	0	-1	0	0
chr2	173925873	173929873	TU52277	G25277	+	0	-1	-1	0
chr2	173935771	173939771	TU52259	G25270	+	0	0	0	0
chr2	174213431	174217431	TU52267	G25273	+	0	-1	0	0
chr2	174249786	174253786	TU52269	G25275	-	0	0	0	0
chr2	174324187	174328187	TU53051	G25686	-	0	-1	-1	-1
chr2	174325352	174329352	TU53048	G25686	-	0	0	0	0
chr2	174390916	174394916	TU52266	G25272	+	0	0	0	0
chr2	174721081	174725081	TU52278	G25278	-	0	0	0	0
chr2	174909313	174913313	TU52292	G25288	+	0	0	0	0
chr2	174954283	174958283	TU52291	G25287	-	0	0	0	0
chr2	174978954	174982954	TU52288	G25285	-	0	0	0	0
chr2	175160903	175164903	TU52364	G25322	+	0	0	0	0
chr2	175160903	175164903	TU52365	G25322	+	0	0	0	0
chr2	175169975	175173975	TU52571	G25437	-	0	0	1	1
chr2	175173893	175177893	TU52570	G25437	-	0	0	0	0
chr2	175262752	175266752	TU52396	G25342	+	0	0	0	0
chr2	175268533	175272533	TU52395	G25342	+	1	0	-1	0
chr2	175809436	175813436	TU52313	G25297	-	0	0	0	0
chr2	176136794	176140794	TU52722	G25513	+	1	0	1	1
chr2	176161160	176165160	TU53036	G25677	-	0	0	0	0
chr2	176274607	176278607	TU53081	G25705	-	0	1	0	0
chr2	176280826	176284826	TU53079	G25705	-	0	0	0	0
chr2	176307018	176311018	TU53082	G25705	-	0	0	0	0
chr2	176307018	176311018	TU53083	G25705	-	0	0	0	0
chr2	176317177	176321177	TU53101	G25715	-	0	0	0	0
chr2	176684406	176688406	TU52319	G25301	-	-1	1	1	0
chr2	176684406	176688406	TU52321	G25301	-	0	1	1	0
chr2	176833203	176837203	TU52762	G25532	+	0	0	0	0
chr2	176869554	176873554	TU52760	G25530	+	0	0	0	0
chr2	176869554	176873554	TU52761	G25530	+	0	0	0	0
chr2	176875773	176879773	TU52758	G25530	+	0	0	-1	0
chr2	176989218	176993218	TU52967	G25639	+	0	0	0	0
chr2	177013687	177017687	TU53257	G25797	-	0	1	0	0
chr2	177072241	177076241	TU53090	G25712	+	0	0	0	0
chr2	177076092	177080092	TU53092	G25712	+	0	0	0	0
chr2	177076092	177080092	TU53096	G25712	+	0	0	0	0
chr2	177077351	177081351	TU53094	G25712	+	0	0	-1	0
chr2	177087888	177091888	TU53293	G25813	-	0	0	0	0
chr2	177120360	177124360	TU52332	G25307	-	1	0	0	0
chr2	177125797	177129797	TU52551	G25424	-	0	0	0	0
chr2	177128742	177132742	TU52554	G25428	-	0	-1	0	0
chr2	177154947	177158947	TU52559	G25430	-	1	1	-1	-1
chr2	177166800	177170800	TU52547	G25424	-	0	0	1	1
chr2	177167118	177171118	TU52549	G25424	-	0	0	0	-1
chr2	177171011	177175011	TU52544	G25424	-	0	0	0	0
chr2	177171011	177175011	TU52546	G25424	-	0	0	0	0
chr2	177171011	177175011	TU52550	G25424	-	0	1	0	0
chr2	177251215	177255215	TU52437	G25363	+	0	0	0	0
chr2	177252790	177256790	TU52435	G25362	+	0	-1	-1	-1
chr2	177261633	177265633	TU52440	G25365	+	0	1	0	-1
chr2	177270354	177274354	TU52669	G25486	-	0	1	0	0
chr2	177270354	177274354	TU52670	G25486	-	0	1	0	0
chr2	177270354	177274354	TU52672	G25486	-	0	1	0	0
chr2	177270354	177274354	TU52673	G25486	-	0	1	0	0
chr2	177315522	177319522	TU52552	G25427	-	0	0	-1	-1
chr2	177324242	177328242	TU52553	G25427	-	0	0	0	0
chr2	177365386	177369386	TU52351	G25318	+	0	0	0	1
chr2	177387224	177391224	TU52415	G25348	-	1	1	1	1
chr2	177391748	177395748	TU52412	G25348	-	0	0	0	0
chr2	177391748	177395748	TU52416	G25348	-	0	0	0	0
chr2	177396334	177400334	TU52411	G25348	-	0	0	0	0
chr2	177452399	177456399	TU52384	G25336	+	0	0	0	0
chr2	177457561	177461561	TU52383	G25336	+	0	0	0	0
chr2	177470733	177474733	TU53242	G25792	-	0	0	0	0
chr2	177470733	177474733	TU53246	G25792	-	0	0	0	1
chr2	177496169	177500169	TU53071	G25700	+	0	1	0	0
chr2	177496169	177500169	TU53072	G25700	+	0	1	0	0
chr2	177607784	177611784	TU53428	G25879	-	0	1	1	0
chr2	177890667	177894667	TU53150	G25742	+	0	0	0	0
chr2	177890667	177894667	TU53152	G25742	+	0	0	0	0
chr2	177894716	177898716	TU53154	G25744	+	1	-1	1	1
chr2	177924841	177928841	TU52336	G25310	+	0	0	0	0
chr2	178011738	178015738	TU52338	G25312	+	0	0	0	0
chr2	178036901	178040901	TU52517	G25406	-	-1	1	1	1
chr2	178598759	178602759	TU52366	G25323	-	0	0	0	0
chr2	178693176	178697176	TU52370	G25327	-	0	0	0	0
chr2	179163286	179167286	TU52381	G25335	-	0	0	0	0
chr2	179163286	179167286	TU52382	G25335	-	0	0	0	0
chr2	179776120	179780120	TU52569	G25436	-	0	0	0	0
chr2	179890460	179894460	TU52574	G25439	-	0	0	0	0
chr2	179902592	179906592	TU52821	G25558	-	0	-1	0	-1
chr2	179974882	179978882	TU52414	G25349	+	0	0	-1	0
chr2	180022577	180026577	TU52390	G25340	-	0	0	0	0
chr2	180218459	180222459	TU52430	G25357	+	0	0	0	0
chr2	180243467	180247467	TU52452	G25373	-	-1	0	0	0
chr2	180244684	180248684	TU52450	G25373	-	0	0	0	1
chr2	180252373	180256373	TU52588	G25445	+	-1	0	0	-1
chr2	180269900	180273900	TU52723	G25514	-	0	0	0	0
chr2	180288448	180292448	TU52476	G25384	+	0	0	0	0
chr2	180293270	180297270	TU52474	G25384	+	0	0	0	0
chr2	180295372	180299372	TU52483	G25387	-	0	0	0	0
chr2	180299661	180303661	TU52475	G25384	+	0	0	0	0
chr2	180458810	180462810	TU52500	G25397	-	0	0	0	0
chr2	180863045	180867045	TU52468	G25381	+	0	0	0	0
chr2	181161645	181165645	TU52505	G25396	-	1	1	0	0
chr2	181170356	181174356	TU52503	G25396	-	0	0	0	0
chr2	181174657	181178657	TU52504	G25396	-	0	0	0	0
chr2	181174793	181178793	TU52498	G25396	-	0	0	0	0
chr2	181174793	181178793	TU52499	G25396	-	0	0	0	0
chr2	181187250	181191250	TU52712	G25507	+	1	0	1	0
chr2	181284455	181288455	TU52630	G25469	-	0	-1	1	0
chr2	181344400	181348400	TU53144	G25736	-	-1	0	0	0
chr2	181490514	181494514	TU52509	G25401	-	0	0	0	0
chr2	181602368	181606368	TU52759	G25531	+	0	0	0	-1
chr2	181784378	181788378	TU52535	G25419	-	0	0	0	0
chr2	181872003	181876003	TU52609	G25460	+	0	0	0	0
chr2	181872003	181876003	TU52610	G25460	+	0	0	0	0
chr2	181872003	181876003	TU52612	G25460	+	0	0	0	0
chr2	181872003	181876003	TU52614	G25460	+	0	0	0	0
chr2	181872003	181876003	TU52615	G25460	+	0	0	0	0
chr2	181872003	181876003	TU52618	G25460	+	0	0	1	1
chr2	181872003	181876003	TU52620	G25460	+	0	0	0	0
chr2	181872003	181876003	TU52621	G25460	+	0	0	0	0
chr2	181878714	181882714	TU52617	G25460	+	0	0	0	0
chr2	181892311	181896311	TU52623	G25464	+	1	0	0	0
chr2	181905935	181909935	TU52611	G25460	+	0	1	0	1
chr2	181915225	181919225	TU52583	G25442	+	0	0	0	0
chr2	181915265	181919265	TU52582	G25442	+	1	0	0	0
chr2	181915609	181919609	TU52580	G25442	+	1	0	0	-1
chr3	3112419	3116419	TU52602	G25454	-	0	0	0	0
chr3	3113363	3117363	TU52596	G25449	-	0	0	0	0
chr3	3113363	3117363	TU52597	G25449	-	0	0	0	0
chr3	3196492	3200492	TU52581	G25441	+	0	0	0	0
chr3	3197741	3201741	TU52579	G25441	+	0	0	0	0
chr3	3328198	3332198	TU52601	G25453	+	0	0	0	0
chr3	3330066	3334066	TU52660	G25480	-	0	0	1	1
chr3	3330066	3334066	TU52662	G25480	-	1	1	0	0
chr3	3406875	3410875	TU52686	G25496	-	0	0	0	0
chr3	3406875	3410875	TU52687	G25496	-	0	0	0	0
chr3	3422367	3426367	TU52658	G25480	-	0	0	0	0
chr3	3422367	3426367	TU52664	G25480	-	0	0	0	0
chr3	3422431	3426431	TU52656	G25480	-	0	0	0	0
chr3	3422431	3426431	TU52666	G25480	-	0	0	0	0
chr3	3463275	3467275	TU52607	G25458	-	0	0	1	0
chr3	3550042	3554042	TU52616	G25462	-	0	0	0	0
chr3	3550042	3554042	TU52619	G25462	-	0	0	0	0
chr3	3964383	3968383	TU52600	G25452	-	0	0	0	0
chr3	4065320	4069320	TU52625	G25465	-	0	0	0	0
chr3	4080692	4084692	TU52624	G25465	-	0	0	0	0
chr3	4080692	4084692	TU52629	G25465	-	0	0	0	0
chr3	4080692	4084692	TU52632	G25465	-	0	0	0	0
chr3	4153936	4157936	TU52639	G25474	+	1	0	0	0
chr3	4153936	4157936	TU52640	G25474	+	0	0	0	0
chr3	4161278	4165278	TU52679	G25490	-	0	-1	0	0
chr3	4186670	4190670	TU52608	G25459	+	0	0	0	0
chr3	4307510	4311510	TU52622	G25463	+	0	0	1	0
chr3	4385808	4389808	TU52648	G25478	-	0	0	1	0
chr3	4425176	4429176	TU52647	G25478	-	0	0	0	0
chr3	4425176	4429176	TU52649	G25478	-	-1	0	0	-1
