#Chrom	Start	End	TransposableElementTranscript	TransposableElementSymbol	Strand	2cell.GG.WT	2cell.AG.WT	Morula.GG.WT	Morula.AG.WT	ICM.GG.WT	ICM.AG.WT	TE.GG.WT	TE.AG.WT	Morula.GG.K9Dplt	Morula.AG.K9Dplt
chr3	89127065	89128189	TU54724	G26531	+	5.03997	4.26233	6.9041	6.031	5.64221	6.43221	6.66953	6.69184	6.63977	6.99141
chr1	178230605	178231896	TU5473	G2674	-	1.29239	0.706111	0.225686	0	0	0	0	0	0.707525	0
chr3	89772475	89773199	TU54734	G26540	-	1.94835	2.86267	1.49723	3.1485	0	5.6475	0	0	2.31557	2.34719
chr3	89768429	89773199	TU54735	G26540	-	0.661142	1.05589	0.59136	2.00994	0	0	0.753605	1.141	0	1.54185
chr3	84750701	84752592	TU54736	G26541	-	8.00036	7.81986	1.79494	0.80598	0	0	0	0	0.306262	1.16672
chr3	84750701	84987825	TU54737	G26541	-	1.49706	0.907814	0.818851	1.01006	0.832417	1.27063	0.713109	0.866051	0.594071	0.855724
chr1	183448606	183504602	TU5474	G2673	+	0.0229004	0.0251706	0	0.00480099	0	0	0.0680975	0	0.00863031	0.00671692
chr3	89987960	89989571	TU54743	G26545	+	2.39643	4.07582	0.830796	1.71135	0.594867	0	1.62916	1.23818	0	0
chr3	84775292	84778160	TU54745	G26547	-	2.33209	0.705403	0	0	0	0	0	0	0	0
chr1	180815337	180826910	TU5475	G2675	+	0.405992	0.535655	0	0.851466	0	0	0	0	0.327112	0.152724
chr1	184554369	184557448	TU5476	G2676	-	0	0.300534	0	0	0	0	0	0	0.288654	0
chr1	180094853	180096380	TU5477	G2677	-	1.3569	1.07916	3.08293	0.697477	2.71714	0	3.09136	2.38644	0	2.12609
chr3	90138775	90142731	TU54770	G26558	-	0.0940108	1.45027	0.129613	0	0	0	0	0	0	0
chr1	180815337	180817097	TU5478	G2675	+	0.341417	2.84374	0	0	1.03234	0	0	0	0.621993	0
chr3	90468739	90475483	TU54782	G26563	-	0.38773	0.479644	1.7466	1.65107	0.16092	0.0926585	0.16221	0.292782	1.73444	2.02538
chr1	34362317	34366266	TU548	G290	+	1.17654	0.157302	0.359521	0	0	0	0	0	0	0
chr1	183670995	183675507	TU5480	G2679	-	0	0.387363	0	0	0	0	0	0	0	0.16693
chr3	85886816	85894282	TU54800	G26570	-	1.52122	0.0177794	0.0989585	0.0328061	0.614474	0	0	0	0.727267	0.101202
chr3	90529741	90530574	TU54819	G26574	-	0	1.97812	3.37652	4.35401	3.59765	4.69166	4.72939	5.37807	3.56688	3.47504
chr3	89374475	89374921	TU54824	G26576	+	1.25359	0	0	1.79549	0	4.99559	0	3.31812	0	0
chr3	86117183	86117929	TU54837	G26580	-	4.16318	3.71818	5.23863	5.7399	2.79514	4.52657	3.74943	3.59578	6.0462	4.98864
chr3	90996819	91026007	TU54843	G26585	+	0.0417103	0.0766959	0	0.041243	0.0740487	0.0398403	0	0	0.0384362	0.303342
chr3	89392203	89398319	TU54854	G26592	+	0	0.0698396	0.20581	0.38773	0	2.12598	0.949348	1.98051	0	0.196187
chr3	89396586	89397481	TU54858	G26592	+	3.18015	3.12737	2.58777	3.97116	1.56673	3.52945	4.22949	4.48697	3.9905	4.11742
chr3	89392203	89397481	TU54859	G26592	+	0.0579701	0.244156	0.0607392	0	0.415037	0.209141	0	0.228562	0.960882	0.413955
chr3	91282443	91283522	TU54867	G26596	-	0.339897	0.463413	2.87912	0.97208	5.06772	4.70014	3.18089	4.26298	2.63784	1.67431
chr3	91354230	91355381	TU54869	G26598	-	4.58063	4.20981	0	0.785202	0	0	0.631337	0	0.789103	1.13334
chr3	91989524	91991132	TU54879	G26603	-	4.25308	4.35078	0	0	0	0.587205	0	0	0	0.684669
chr3	91972887	91991132	TU54880	G26603	-	0.509611	0.30381	0	0	0	0	0	0	0	0
chr3	91974421	91991132	TU54881	G26603	-	0	0	0	0	0	0	0	0	0.109695	0.0500953
chr3	93083438	93095420	TU54883	G26605	+	0.78017	0.691713	3.03069	0.0138791	0	0	0.197446	1.41684	0.841168	0.535721
chr3	93083438	93100579	TU54884	G26605	+	0.237564	0.175557	0.323466	0.159629	0	0	0	0	0.606916	0.595822
chr3	93342169	93360206	TU54886	G26607	-	0.041243	0.0560285	0.071305	0.476122	0	0	0	0.0487012	0.0538064	0.0827026
chr3	92428027	92429424	TU54888	G26609	+	5.18717	5.13428	6.01702	5.94357	5.81742	6.93283	5.9307	6.25942	6.54949	6.66315
chr3	92428027	92429424	TU54890	G26609	+	5.18717	5.13428	6.01702	5.94357	5.81742	6.93283	5.9307	6.25942	6.54949	6.66315
chr3	92428027	92429424	TU54893	G26609	+	5.18717	5.13428	6.01702	5.94357	5.81742	6.93283	5.9307	6.25942	6.54949	6.66315
chr1	34733788	34734419	TU549	G291	-	0.482332	2.4898	0	0	0	0	0	0	0	0.936842
chr1	183749023	183809694	TU5490	G2683	+	0.0205318	0.0662614	0	0	0	0	0	0	0.0586628	0.0205318
chr3	93353526	93354552	TU54906	G26615	-	0	0	0	2.2163	0	0	4.12419	0	0	0
chr3	93351651	93354552	TU54907	G26615	-	0.0662614	0.00230647	0.0407756	0.419359	0	0	0.483708	0	0	0
chr1	183749023	183790466	TU5491	G2683	+	0.0119726	0.0294175	0	0.00575927	0	0	0.177174	0	0.0697022	0.0252651
chr3	93881793	93902253	TU54911	G26619	-	0	0.193078	0	0	0	0	0	0	0.000721167	0
chr3	93882655	93902253	TU54913	G26619	-	0.222805	0.169668	0.0138791	0	0	0	0.0356239	0	0.24306	0.13137
chr3	93628073	93634097	TU54919	G26621	-	3.94392	3.62061	2.08474	2.81072	0.8101	0	0.16049	0.730604	1.23327	0.817487
chr3	92428027	92429424	TU54920	G26622	-	5.18717	5.13428	6.01702	5.94357	5.81742	6.93283	5.9307	6.25942	6.54949	6.66315
chr3	92428027	92429424	TU54922	G26622	-	5.18717	5.13428	6.01702	5.94357	5.81742	6.93283	5.9307	6.25942	6.54949	6.66315
chr3	84868834	84889493	TU54923	G26624	-	1.13685	1.04194	0	0.000961476	0.0836105	0.371466	0.392134	0.319618	0	0.905608
chr3	84866780	84889493	TU54924	G26624	-	0.00863031	0	0	0	0	0.543331	0	0	0	0.000480818
chr3	84853557	84889493	TU54925	G26624	-	1.6173	1.38957	1.99386	2.54416	0.510962	0.730024	0.623243	1.54597	1.74459	1.73711
chr3	94228082	94233113	TU54926	G26625	-	0	0.0922074	0	0	0	0	0	0	0.844386	0
chr3	84872123	84889493	TU54927	G26624	-	0.00528021	1.14926	0	0	0	0	0	0	0	0
chr3	84853557	84889493	TU54928	G26624	-	1.6173	1.38957	1.99386	2.54416	0.510962	0.730024	0.623243	1.54597	1.74459	1.73711
chr3	84868834	84889493	TU54929	G26624	-	1.13685	1.04194	0	0.000961476	0.0836105	0.371466	0.392134	0.319618	0	0.905608
chr1	180829446	180845144	TU5493	G2685	+	0	0.410558	0.0276259	0.550901	0	0	0	0	0.210389	0.0519521
chr3	84853557	84889493	TU54930	G26624	-	1.6173	1.38957	1.99386	2.54416	0.510962	0.730024	0.623243	1.54597	1.74459	1.73711
chr3	84853557	84889493	TU54931	G26624	-	1.6173	1.38957	1.99386	2.54416	0.510962	0.730024	0.623243	1.54597	1.74459	1.73711
chr3	84868834	84889493	TU54932	G26624	-	1.13685	1.04194	0	0.000961476	0.0836105	0.371466	0.392134	0.319618	0	0.905608
chr3	93910198	93911917	TU54933	G26626	+	6.1148	6.61869	3.07273	2.89343	0.689448	0	0.692725	0.551557	1.51879	2.56438
chr3	84868834	84889526	TU54934	G26624	-	0.645241	0.523462	0	0.000480818	0.0482362	0.261431	0.207893	0.224452	0	0.662661
chr3	84868834	84889493	TU54935	G26624	-	1.13685	1.04194	0	0.000961476	0.0836105	0.371466	0.392134	0.319618	0	0.905608
chr3	84868834	84889493	TU54936	G26624	-	1.13685	1.04194	0	0.000961476	0.0836105	0.371466	0.392134	0.319618	0	0.905608
chr3	84868834	84889493	TU54937	G26624	-	1.13685	1.04194	0	0.000961476	0.0836105	0.371466	0.392134	0.319618	0	0.905608
chr3	94249061	94249722	TU54938	G26627	-	0.502161	0.488104	5.40468	6.21657	0	0	0	0	0.000721167	0
chr1	184998811	185003764	TU5494	G2686	+	0.0514881	0	0	0.727993	0	0	0	0	0	0.152292
chr3	93673640	93679318	TU54941	G26630	+	1.4782	0.890641	0.974774	1.0024	0	0.148392	0.192405	0.592955	0.326537	0.436517
chr3	84861351	84863754	TU54942	G26631	-	1.95432	0	0.180997	2.64347	0	0	0	1.58672	0	0
chr3	94409575	94412918	TU54944	G26633	-	0.0570459	0.862987	0	0.0867838	0	0	0	0	0	0.16049
chr1	180843467	180845144	TU5495	G2685	+	0	1.20038	0.168642	0	0	0	0	0	0	0
chr3	94241903	94243425	TU54951	G26637	+	2.246	0.666302	0.356519	2.95699	0	0	0	0	1.32998	0
chr3	94242130	94243473	TU54953	G26637	+	0	3.4147	0.00432161	0.00336237	0	0	0	0.00144197	0.00575927	0.00863031
chr3	94241903	94243473	TU54954	G26637	+	0	0	0.000480818	0.00144197	0	0	0	0	0.00144197	0
chr3	94264008	94268337	TU54956	G26638	+	3.4919	4.47337	0.0926585	0.887005	0	0.145786	0.251366	0	1.77294	0
chr3	94242130	94243425	TU54957	G26637	+	4.77586	5.15285	5.52	5.96574	1.59694	0	1.6725	3.1188	5.06104	5.97669
chr3	94584697	94588579	TU54968	G26644	-	0	0.714399	0	0	0	0	0.24813	0	0	0
chr1	180842461	180845144	TU5497	G2685	+	0.437583	0.0364682	0	0	0	0	0	0	0	0
chr3	94591365	94595297	TU54977	G26649	+	0.473008	1.26388	0.237972	1.13947	0	0	0	0.493989	0.92562	1.79964
chr1	185050007	185062361	TU5498	G2687	+	0.0547327	0.0903115	0	0.513659	0	0.0989585	0.714575	1.83727	0.147307	0.294351
chr3	94787286	94791888	TU54981	G26651	+	0.593593	0.449957	0	0	0	0.2554	0	0	0	0.359146
chr3	89487805	89495533	TU54984	G26654	+	0.999038	0.965692	0	0	0	1.64355	0	0	0.240009	0.0976108
chr3	94591342	94591684	TU54985	G26655	-	0	4.02091	0	0	0	0	0	0	0	3.9314
chr3	94915880	94917675	TU54989	G26659	+	0.811197	0.620493	0.409255	0.585283	0	0	0	0	1.63366	0.953327
chr1	185071194	185072104	TU5499	G2688	+	0.786596	0	0	2.44555	0	0	0	2.1695	0	3.18343
chr3	93694460	93717835	TU54992	G26660	+	0.202052	0.544584	0	0.623555	0.279768	0	0.958286	0	0.134221	0.370722
chr3	93694460	93718642	TU54995	G26660	+	0.00192231	0	0	0.000480818	0	0	0	0	0	0
chr1	34657062	34659833	TU550	G292	-	0.44608	1.89979	0	0	0	0	0	0	0.115033	0.440775
chr3	94547327	94548230	TU55011	G26672	+	1.0314	2.10111	0	0	0	0	0	0	0	0
chr3	93526695	93527968	TU55020	G26678	+	0.221568	0	3.97945	3.44784	4.7748	1.60597	5.36335	4.76607	3.62907	3.99808
chr3	93710834	93711834	TU55033	G26682	+	7.09602	7.18219	0.415037	1.92334	0	2.01233	0.774278	1.41034	1.68504	1.74373
chr3	93712159	93713238	TU55035	G26683	+	5.71948	5.02984	10.7865	10.887	11.8586	11.8349	10.3424	10.7285	11.4626	10.9499
chr3	88704156	88706431	TU55048	G26688	+	5.23226	4.84119	5.21482	6.35331	4.39616	4.06572	1.99663	3.77796	5.07251	2.9138
chr3	93687950	93706600	TU55059	G26693	-	0.675966	0.0370307	0.551229	0.0370307	0	0	0	0	0	0
chr3	95390175	95396181	TU55063	G26696	+	0.0795203	0.287354	0.269432	0.271426	0	0.104337	0	0	0.661294	0.173341
chr3	93648970	93650349	TU55066	G26698	-	2.82518	4.21659	8.37737	8.70193	5.38796	7.4238	5.34832	5.84733	8.24564	8.6512
chr3	95396527	95401430	TU55068	G26700	+	0.319233	0.551688	2.49433	0.91533	1.53622	0.933069	1.14012	0.354264	1.78534	1.09806
chr3	95407014	95416979	TU55076	G26704	+	1.63103	1.32043	1.85519	1.48009	0.215782	1.74258	1.18798	0	2.4272	2.28993
chr3	95405737	95416979	TU55078	G26704	+	0.307623	0.427821	0	0	1.13071	0	1.52072	2.15834	0.624803	1.79549
chr3	95367291	95370736	TU55082	G26707	+	4.40427	4.59877	1.53473	1.72698	0.910221	0.507583	1.3488	0.990834	3.10476	1.90432
chr3	95363580	95382838	TU55083	G26708	+	0.34861	0.993638	0	0.0181594	0	0	0	0.0500953	0	0
chr3	95363580	95364090	TU55084	G26708	+	6.71	6.9257	2.99922	2.82748	2.04089	0	2.86129	0	5.76292	1.8524
chr3	95363580	95382838	TU55085	G26708	+	0.34861	0.993638	0	0.0181594	0	0	0	0.0500953	0	0
chr3	95915302	95916041	TU55088	G26711	-	0	1.9238	0	0	0	0	0	0	0	1.02739
chr1	34357398	34402987	TU551	G293	+	0.0953619	0.042084	0.0119726	0.00528021	0.0219534	0.0262099	0	0	0.0799754	0.108803
chr3	93725949	93728559	TU55108	G26718	+	7.90062	8.06639	5.79758	5.91278	2.52298	0.41792	2.38433	1.87971	4.10136	3.09023
chr3	93725949	93874420	TU55109	G26718	+	1.16757	1.68203	1.3642	1.43296	0.0487012	0.0685562	0.0985094	0.219091	1.39643	0.237972
chr3	95724939	95739952	TU55115	G26721	+	1.06488	1.17517	0.599635	0.77961	0.927264	0.265437	1.47058	1.47457	1.20195	0.823749
chr3	95925762	95926670	TU55120	G26722	-	1.17739	1.61984	0.463274	0.634748	0	0	2.81633	0	0.989139	0.605652
chr3	95839297	95843962	TU55125	G26724	+	2.50885	2.44106	2.21039	2.20289	2.76568	2.35323	3.38984	3.04206	1.66038	1.55172
chr1	184093610	184098465	TU5513	G2696	+	0	0.279768	0	0	0	0	0	0	0	0
chr1	184093906	184098465	TU5514	G2696	+	0.964953	1.07806	0	0	0	0	0	0	0	0
chr3	93766457	93785797	TU55142	G26731	+	0	0	0	0	0	0	0	0.0500953	0	0
chr3	93774842	93785797	TU55144	G26731	+	0	0.476537	0	0.921944	0.326154	0	0	0	0	0.15056
chr3	93765411	93767941	TU55146	G26731	+	0	0	0	0	0	0	0	0	0	0
chr3	93766457	93767941	TU55147	G26731	+	3.54527	1.09167	3.85306	4.13515	0	0	0	0.100305	0.487486	0
chr3	93774842	93775541	TU55149	G26731	+	1.63784	3.32054	1.91482	1.84599	0	0	0	0	4.03444	0
chr1	185187879	185195349	TU5515	G2697	-	1.4489	0.838185	0	0.0379679	0	0	0	0	0.119688	0.163069
chr1	184095041	184098465	TU5516	G2696	+	6.02102	5.64253	0	0.178024	0	0	0	0	0	0.409979
chr1	185187879	185189755	TU5517	G2697	-	3.38465	2.51516	0	0	0	0	0.570139	0	1.60786	0
chr3	94671904	94675808	TU55178	G26743	+	0	0.557974	0.106125	0.382206	0	0	0	0	0.456806	0
chr3	93691010	93702063	TU55181	G26746	-	3.59499	3.32878	5.34784	5.12506	4.23074	4.47563	3.5036	3.18639	4.69251	4.01563
chr3	93691010	93702063	TU55182	G26746	-	3.59499	3.32878	5.34784	5.12506	4.23074	4.47563	3.5036	3.18639	4.69251	4.01563
chr3	93691010	93719536	TU55183	G26746	-	0	0.0434845	0	0	0	0	0	0	0	0.000480818
chr3	93691010	93702063	TU55184	G26746	-	3.59499	3.32878	5.34784	5.12506	4.23074	4.47563	3.5036	3.18639	4.69251	4.01563
chr3	96375579	96377857	TU55185	G26747	-	0	1.04432	0	0	0.342934	0	0	0	0	0
chr3	93691010	93702063	TU55186	G26746	-	3.59499	3.32878	5.34784	5.12506	4.23074	4.47563	3.5036	3.18639	4.69251	4.01563
chr3	96375579	96376895	TU55187	G26747	-	7.47631	7.20551	0.415037	0.768361	0	0	2.36774	0	0.543001	2.56973
chr3	93691010	93702063	TU55188	G26746	-	3.59499	3.32878	5.34784	5.12506	4.23074	4.47563	3.5036	3.18639	4.69251	4.01563
chr3	93691010	93702063	TU55190	G26746	-	3.59499	3.32878	5.34784	5.12506	4.23074	4.47563	3.5036	3.18639	4.69251	4.01563
chr3	93712159	93719536	TU55192	G26746	-	3.28811	2.94542	8.09985	8.22018	6.23517	6.90046	4.73118	5.57787	6.32626	5.42406
chr3	93691010	93702063	TU55193	G26746	-	3.59499	3.32878	5.34784	5.12506	4.23074	4.47563	3.5036	3.18639	4.69251	4.01563
chr3	93691010	93702063	TU55194	G26746	-	3.59499	3.32878	5.34784	5.12506	4.23074	4.47563	3.5036	3.18639	4.69251	4.01563
chr1	34657062	34659833	TU552	G292	-	0.44608	1.89979	0	0	0	0	0	0	0.115033	0.440775
chr3	95250467	95257397	TU55202	G26754	+	6.65298	5.74583	5.38938	5.5584	6.39219	7.07167	7.04473	7.3418	6.44857	6.49461
chr3	96449512	96450185	TU55204	G26756	-	0	0	0.788547	0	0	6.36017	1.41179	4.81965	0	2.65053
chr3	88293400	88294677	TU55221	G26767	-	2.47301	3.37217	1.0545	3.62835	1.65337	0	0.739848	1.2394	0.687509	1.11681
chr3	96460450	96461123	TU55228	G26771	+	0	0	0.788547	0	0	5.37455	1.41179	4.81965	0	2.65053
chr3	96345429	96358565	TU55240	G26775	+	1.75845	1.2949	0.0593553	0.0648829	0.16006	0	0	0	0.27858	0.43189
chr3	96465721	96466925	TU55244	G26778	+	0.236748	0.58111	0	0.256608	1.31615	2.78283	2.8506	3.0066	2.48581	2.37731
chr3	93868665	93869115	TU55247	G26780	+	2.7747	1.97629	2.47768	0	0	0	0	0	0	0
chr3	94007940	94012265	TU55258	G26784	+	3.30913	5.16091	0.726831	0	0	0	0.372209	0	4.76705	0
chr3	93998758	94012265	TU55259	G26784	+	0.169497	0.142217	0.0570459	0	0	0	0	0	0	0.144482
chr3	94001257	94002203	TU55260	G26785	+	2.28865	3.86752	0	0	0	0	0	0	0	0
chr3	96489300	96493024	TU55265	G26789	-	2.86579	0.426533	5.70843	2.21733	5.03644	5.22778	6.47759	4.63359	5.06439	3.58107
chr3	96489300	96494532	TU55266	G26789	-	1.10389	0.0968016	1.46449	0.551885	0	0	0.984286	1.9166	1.66789	0.16135
chr3	96489300	96494532	TU55267	G26789	-	1.10389	0.0968016	1.46449	0.551885	0	0	0.984286	1.9166	1.66789	0.16135
chr3	96571647	96572276	TU55269	G26791	+	0	0	2.43109	0	0	0	0	0	0	0.936591
chr3	96660129	96662144	TU55273	G26793	-	1.22507	0.387804	0	0	0	0	0	0	0	0
chr3	96814745	96816452	TU55278	G26794	+	0.302173	0.525668	0	0	2.26203	0	2.25167	0	2.58904	0
chr3	96421647	96423320	TU55283	G26797	+	0	1.63793	0.847195	0	0.637842	1.26923	0	0	0.552377	0
chr3	96637594	96637975	TU55285	G26799	+	3.28303	4.31303	3.45282	0	0	0	0	0	0	0
chr1	186031157	186034064	TU5529	G2700	-	0	1.09356	0	0	0	0	0	0	0	0
chr3	97266144	97271705	TU55296	G26807	+	0.557451	0.300065	0	0.0440443	0	0	0.126092	0.190299	0.326537	0.0894982
chr3	93755568	93757027	TU55298	G26809	-	4.99515	4.52883	5.41251	5.37571	3.03281	5.71531	2.9476	4.2254	5.95895	4.27635
chr3	93755568	93762004	TU55299	G26809	-	3.63083	1.83358	3.88993	2.23348	0	0.482676	0.33495	0.255803	0.975263	0.439357
chr1	186186336	186195012	TU5530	G2701	-	0.0285692	0.0353424	0	0	0	0	0	0	0	0
chr3	93759987	93765515	TU55301	G26809	-	0.0280976	1.27465	0	0	0	0.198285	0	0	0	0.822662
chr3	97249019	97252280	TU55302	G26811	+	7.3	7.55079	3.02928	4.31853	0	0	0.767514	1.5244	3.45766	0.951588
chr3	93755568	93765515	TU55304	G26809	-	0	0	0	1.21826	0	0	0	0.233479	0	0
chr3	97245149	97245860	TU55305	G26812	+	1.39525	4.17214	0	0	1.72232	0	0	0	2.56706	2.22661
chr3	96254574	96256320	TU55307	G26813	-	4.63151	4.5979	3.38984	3.86235	5.79182	4.95195	7.1309	7.20453	4.79322	4.7275
chr3	96254574	96260723	TU55310	G26813	-	0.683472	0.155749	0.4868	0.234297	0.240823	0	0.757023	0	0.399991	0.567545
chr3	94113258	94114916	TU55319	G26817	+	0	0	7.23971	6.73451	6.04414	6.08532	4.28747	5.97342	5.92842	5.7006
chr1	183932993	183971450	TU5532	G2703	+	0.300612	0.0612923	0.0351547	0.275802	0	0	0	0	0.0641931	0.151859
chr3	93768930	93777632	TU55323	G26819	-	0.769772	1.50121	1.92486	2.67574	0	0	0.35727	0.491255	2.63448	2.66517
chr1	185609874	185611568	TU5533	G2704	+	2.44687	2.12935	0	0	0	0	0	0	0	0.443253
chr1	179690001	179693742	TU5534	G2705	+	3.37944	3.93778	2.21578	1.28728	0.553197	0	0.560389	0	2.36022	0.711642
chr1	186462589	186466997	TU5536	G2707	+	0	0	0	0	0	0	0	0	0	0
chr3	97745074	97746266	TU55361	G26837	+	0.230613	1.01878	0.848531	0	0	0	0	0	0	0
chr3	93775419	93778861	TU55366	G26839	-	0.259021	0	2.01257	3.4363	0	0	0	0.137504	1.48903	0.77259
chr1	186463569	186466997	TU5537	G2707	+	0	0.604261	0.715747	0	0	0	0	0	0.259423	0
chr3	93868636	93870045	TU55383	G26842	-	2.32845	2.55026	0.0285692	0.719256	0	0	0	0	3.04063	0.829985
chr3	98360433	98361553	TU55385	G26843	+	0.804604	1.53794	0	0	0	0	0	0	0	0
chr3	88810929	88832518	TU55389	G26846	-	0.828902	0.630778	0.288457	0.0904018	0.295135	0.0967116	0.857583	0.366252	0.289834	0.240416
chr3	98355315	98356091	TU55393	G26848	+	1.24874	0.80587	0	0	1.27262	0	0	2.95289	0	2.54539
chr3	98369640	98375259	TU55395	G26849	-	0.13137	0.107554	0.0904018	0	0	0	0	0	0	0.13444
chr1	34657062	34659833	TU554	G292	-	0.44608	1.89979	0	0	0	0	0	0	0.115033	0.440775
chr1	187036149	187037950	TU5540	G2709	-	1.85838	0	0	0.89116	0	0	0.527738	0	0	0.41684
chr3	98357875	98360680	TU55401	G26852	-	0.0922074	0.14483	0	0	0	0	0	0	0.608809	0.268235
chr3	93872655	93876052	TU55404	G26855	-	5.22135	6.1611	1.22012	3.67969	2.20216	2.21485	0.315759	0.471274	5.51559	1.18861
chr3	96555847	96557688	TU55405	G26856	-	0.278976	1.18295	0.288457	0	0	0	0	0	0.479231	0
chr1	183544200	183545811	TU5541	G2710	+	10.1683	10.2957	5.25132	6.33251	3.13685	0	4.02624	1.6234	5.8654	1.63273
chr3	94195992	94200118	TU55411	G26860	+	5.78043	6.89506	0	1.56283	0.0153073	0.165644	0	0	2.66232	0.159629
chr3	88825615	88826174	TU55412	G26861	-	3.50237	5.41063	3.49587	5.11929	6.18192	7.28366	7.5243	7.44013	6.35862	5.88046
chr3	94118357	94200118	TU55413	G26860	+	0	0	0	0	0	0	0	0	0.0186342	0
chr3	88816697	88826174	TU55414	G26861	-	2.61526	2.43787	1.69851	1.87342	2.57676	2.28026	2.11337	2.89181	1.21971	2.41486
chr3	94187206	94200118	TU55416	G26860	+	0	0	0	0	0	0	0	0	0.438293	0
chr3	94129094	94211328	TU55418	G26862	+	0.0740487	0.0040339	0	0	0	0	0	0	0.78785	0
chr1	183539236	183540212	TU5542	G2710	+	0.371838	3.11337	3.02112	0.939101	0	0	0	0	3.37393	0
chr3	98872504	98906655	TU55424	G26863	+	0	0.0364682	0.0290405	0.0138791	0	0.036093	0.0100637	0	0.08882	0.036093
chr1	183544200	183564406	TU5543	G2710	+	1.16457	1.69323	1.58223	0.862881	0	0.0309246	0	0	0.184598	0.0989585
chr3	100109556	100109970	TU55431	G26868	-	4.01855	0	0	3.21909	0	0	0	0	0	0
chr3	88900213	88901303	TU55436	G26871	-	5.17772	3.62239	3.66573	3.46841	0.999278	3.58183	2.73776	4.00213	3.63964	2.7156
chr1	183539236	183564406	TU5544	G2710	+	1.23818	1.1137	0.13137	0	0	0	0	0	0.204141	0
chr3	94169291	94171671	TU55445	G26876	+	0	0	0	0	0	0	0	0	0	0
chr3	98334906	98355302	TU55448	G26877	+	0.375178	0.343919	0.356895	0.432959	0.968152	1.7433	1.56039	1.13444	1.63459	1.55221
chr3	100314995	100333558	TU55449	G26878	-	0.0393724	0.191057	0.0214797	0.0129262	0.249749	0.0980602	0	0.0551957	0.0482362	0
chr3	98353387	98355302	TU55450	G26877	+	1.93647	1.53884	0.468844	1.4069	0	0	0	2.35924	0	0.863146
chr3	98351599	98355302	TU55451	G26877	+	0.369606	0.1038	0	0	0	0	0	0	0	0
chr3	100390968	100391424	TU55452	G26879	-	3.96175	4.94931	0	0	2.31189	0	0	0	0	1.39158
chr3	94189903	94190666	TU55455	G26881	+	0	0	0	0	0	0	0	0	1.19093	1.37091
chr3	100409008	100414778	TU55459	G26883	+	0.422233	1.29196	0	1.25902	1.53107	0	0	0.849332	0.295135	2.38239
chr3	100415774	100420262	TU55465	G26885	+	0	0.285935	0	0.209141	0	0	0	0	0	0
chr3	100415260	100418570	TU55467	G26885	+	0.315759	0.567156	0.155749	0	0	0	0.213295	0	0.268434	0.358021
chr3	100493038	100494077	TU55468	G26886	-	3.07713	3.0327	0	0.243669	0	0	0	0	0	0.520045
chr1	187485557	187492645	TU5547	G2713	-	0	0.14274	0	0	0	0	0	0	0.136191	0
chr3	100808347	100810930	TU55470	G26887	-	0	0	0	2.04311	0	0	0	0	0	0
chr3	100493038	100494324	TU55471	G26886	-	1.88349	0.574344	0	0.954072	0	0	0	0	0	0
chr3	100716764	100720121	TU55473	G26889	-	0	0.124063	0	0	0	0	0	0	0	0.589124
chr3	100716764	100719292	TU55474	G26889	-	1.30198	0.527271	0.108803	0	1.3275	4.61383	1.02172	1.80336	0.867896	0
chr3	101184457	101187080	TU55480	G26894	+	0	0.391988	0.14709	0	0	0	0	0	0	0
chr3	98304788	98307412	TU55488	G26902	-	0.428678	0.314755	0.314213	0.547943	0	0.46083	0.392867	2.27531	0.203514	1.24062
chr1	187485557	187488219	TU5549	G2713	-	1.34842	0.369159	0	0	0	0	0	0	0	0.190299
chr3	101496143	101498515	TU55490	G26903	+	0.487143	0	0	0	0	0	0	0	0	0
chr3	94009793	94200095	TU55491	G26904	-	4.57996	4.51393	1.96692	2.58408	1.44679	1.03773	1.168	1.17866	1.30685	1.05334
chr3	101511681	101512792	TU55492	G26905	+	3.52339	1.7054	0	1.10969	0	0	0	0	1.68594	0
chr3	94119618	94200095	TU55493	G26904	-	0	0	0	0	0	0	0	0	0.735089	0
chr3	94119618	94121707	TU55494	G26904	-	4.96912	4.72883	5.99765	6.3462	7.82163	7.74071	5.87831	6.13685	5.64921	5.65417
chr1	185831253	185832498	TU5550	G2714	+	2.03504	1.60966	0	0.0763311	0	0	0	0	0	0.408168
chr3	101511890	101514755	TU55503	G26909	-	0	0	0	0	0	0	0	0	0	0
chr3	101712026	101713942	TU55504	G26910	+	0	1.05589	0	0	0	0	0	0	0	0
chr3	101691250	101692585	TU55505	G26911	-	0	0	0	0	0	0	2.44255	0.747316	0	0
chr1	183558078	183558756	TU5554	G2717	+	0	0	0	0	0	0	0	0	0	0
chr1	185828617	185848345	TU5555	G2714	+	0.21371	0.0775165	0	0	0	0	0	0	0.0996319	0.0426443
chr3	102694290	102696242	TU55556	G26928	+	0	0.656451	0	0	0	0	0	0	0.476641	0
chr3	100529178	100531197	TU55558	G26930	+	0.245698	0.204642	0.0881416	1.69258	0	0	0	1.37722	0	0.916604
chr1	185831253	185957439	TU5556	G2714	+	0.0703893	0.175812	0.253788	0.413594	0.203723	0.0717627	0.0491661	0.0547327	0.0982848	0.102994
chr3	101758587	101765905	TU55560	G26932	+	0.723049	1.24403	0	0.0767871	1.04288	0	0	0.402358	0.131589	1.86486
chr3	101756444	101758477	TU55561	G26932	+	0	0.290896	1.13422	0	0	3.21542	0	2.73552	0	2.02963
