#Chrom	Start	End	RefSeq	GeneSymbol	Strand	2-cell	Morula	ICM	TE
chr4	43667307	43671307	NM_001368841	Tmem8b	+	0	0	0	0
chr4	43698807	43702807	NM_019485	Olfr70	-	0	0	0	0
chr4	43704566	43708566	NM_019486	Olfr71	-	0	0	0	0
chr4	43725198	43729198	NM_027511	Hrct1	+	0	0	0	0
chr4	43728034	43732034	NM_001348108	Spaar	+	0	0	0	0
chr4	43749859	43753859	NR_040667	A630077J23Rik	+	0	0	0	0
chr4	43769009	43773009	NM_019476	Olfr159	-	0	0	0	0
chr4	43780327	43784327	NR_033638	Olfr29-ps1	-	0	0	0	0
chr4	43819433	43823433	NM_019474	Olfr156	-	0	0	0	0
chr4	43834517	43838517	NM_019475	Olfr157	-	0	0	0	0
chr4	43852292	43856292	NM_019473	Olfr155	+	0	0	0	0
chr4	43873530	43877530	NM_016678	Reck	+	0	0	0	0
chr4	43955702	43959702	NM_027450	Glipr2	+	0	1	0	1
chr4	43981504	43985504	NM_001002787	Ccin	+	0	0	0	0
chr4	44002443	44006443	NM_001080384	Clta	+	0	-1	0	0
chr4	44010670	44014670	NM_001080385	Clta	+	0	0	0	0
chr4	44010670	44014670	NM_001080386	Clta	+	0	0	0	0
chr4	44010670	44014670	NM_001290470	Clta	+	0	0	0	0
chr4	44010670	44014670	NM_001369156	Clta	+	0	0	0	0
chr4	44010670	44014670	NM_001369157	Clta	+	0	0	0	0
chr4	44010670	44014670	NM_001369158	Clta	+	0	0	0	0
chr4	44010670	44014670	NM_001369159	Clta	+	0	0	0	0
chr4	44010670	44014670	NM_016760	Clta	+	0	1	0	0
chr4	44070717	44074717	NM_001190414	Gne	-	0	0	0	0
chr4	44070717	44074717	NM_001357539	Gne	-	0	0	0	0
chr4	44082177	44086177	NM_015828	Gne	-	0	0	0	0
chr4	44122123	44126123	NR_040414	Ptma-ps2	-	0	0	0	0
chr4	44165435	44169435	NM_001379581	Rnf38	-	0	0	0	0
chr4	44165435	44169435	NM_175201	Rnf38	-	0	0	0	0
chr4	44165946	44169946	NM_001355181	Rnf38	-	1	0	0	0
chr4	44165946	44169946	NM_001379576	Rnf38	-	0	0	0	0
chr4	44165946	44169946	NM_001379577	Rnf38	-	0	0	0	0
chr4	44165946	44169946	NM_001379578	Rnf38	-	1	1	0	0
chr4	44165946	44169946	NM_001379579	Rnf38	-	0	0	-1	0
chr4	44166277	44170277	NM_001038993	Rnf38	-	0	0	0	0
chr4	44166277	44170277	NM_001379575	Rnf38	-	1	0	0	0
chr4	44219267	44223267	NR_039565	Mir5106	-	0	0	0	0
chr4	44231905	44235905	NM_001379574	Rnf38	-	0	0	0	0
chr4	44231905	44235905	NM_001379580	Rnf38	-	-1	1	0	0
chr4	44298917	44302917	NM_010790	Melk	+	0	0	0	0
chr4	44605568	44609568	NR_039580	Mir5120	-	0	0	0	0
chr4	44700800	44704800	NR_073462	5730488B01Rik	+	0	0	0	0
chr4	44708694	44712694	NM_008782	Pax5	-	0	0	0	0
chr4	44754559	44758559	NM_138590	Zcchc7	+	0	0	0	0
chr4	44941733	44945733	NR_166575	Gm12678	+	0	0	0	0
chr4	44941733	44945733	NR_166576	Gm12678	+	0	0	0	0
chr4	44979394	44983394	NM_001312880	Grhpr	+	0	0	-1	0
chr4	44979394	44983394	NM_080289	Grhpr	+	0	0	0	0
chr4	45010412	45014412	NM_001163283	Zbtb5	-	0	0	0	0
chr4	45010412	45014412	NM_001163284	Zbtb5	-	0	0	0	0
chr4	45010412	45014412	NM_173399	Zbtb5	-	1	0	0	0
chr4	45010810	45014810	NR_166789	1700055D18Rik	+	0	0	0	0
chr4	45016609	45020609	NM_001285800	Polr1e	+	0	0	0	0
chr4	45016609	45020609	NM_022811	Polr1e	+	0	0	1	0
chr4	45082555	45086555	NM_001378819	Fbxo10	-	0	0	0	0
chr4	45082555	45086555	NM_001378820	Fbxo10	-	0	0	0	0
chr4	45082555	45086555	NM_001378821	Fbxo10	-	0	0	0	0
chr4	45082555	45086555	NM_001378822	Fbxo10	-	0	0	0	0
chr4	45082555	45086555	NM_001378823	Fbxo10	-	0	0	0	0
chr4	45082604	45086604	NM_001024142	Fbxo10	-	0	0	0	0
chr4	45106113	45110113	NM_001099675	Tomm5	-	0	0	0	0
chr4	45106113	45110113	NM_001134646	Tomm5	-	0	0	0	0
chr4	45182906	45186906	NM_001081172	Frmpd1	+	0	0	0	0
chr4	45241990	45245990	NR_040666	Frmpd1os	-	-1	0	0	0
chr4	45295168	45299168	NM_027266	Trmt10b	+	0	0	0	0
chr4	45318616	45322616	NM_001362788	Exosc3	-	0	0	-1	0
chr4	45318616	45322616	NM_025513	Exosc3	-	0	0	0	0
chr4	45340101	45344101	NM_153167	Dcaf10	+	0	0	0	0
chr4	45406766	45410766	NM_001009949	Slc25a51	-	0	0	0	0
chr4	45528828	45532828	NM_001033306	Shb	-	0	0	0	0
chr4	45637936	45641936	NR_151513	Gm12408	+	0	0	0	0
chr4	45681589	45685589	NM_001033412	Gm829	+	0	0	0	0
chr4	45762223	45766223	NR_046068	Gm12409	-	0	0	0	0
chr4	45797022	45801022	NM_028270	Aldh1b1	+	0	0	0	0
chr4	45824827	45828827	NM_018741	Igfbpl1	-	0	0	0	0
chr4	45846816	45850816	NM_001305421	Stra6l	+	0	0	0	0
chr4	45846947	45850947	NM_028788	Stra6l	+	0	0	0	0
chr4	45888303	45892303	NM_198660	Ccdc180	+	0	0	0	0
chr4	45963335	45967335	NM_001290475	Tdrd7	+	0	0	0	0
chr4	45970297	45974297	NM_146142	Tdrd7	+	0	0	0	0
chr4	45970831	45974831	NM_001355189	Tdrd7	+	0	0	0	0
chr4	46037222	46041222	NM_021883	Tmod1	+	0	0	1	0
chr4	46136475	46140475	NM_001355375	Tstd2	-	0	0	0	0
chr4	46136475	46140475	NM_173033	Tstd2	-	0	0	0	0
chr4	46136511	46140511	NM_001033201	Ncbp1	+	0	0	0	0
chr4	46136709	46140709	NM_001355376	Tstd2	-	0	0	-1	0
chr4	46194311	46198311	NM_011728	Xpa	-	0	0	0	0
chr4	46341481	46345481	NR_165272	Gm12446	-	0	0	0	0
chr4	46341644	46345644	NM_183298	Foxe1	+	-1	0	0	0
chr4	46387423	46391423	NM_029086	Trmo	-	0	0	0	0
chr4	46387437	46391437	NM_001347095	Trmo	-	0	-1	0	0
chr4	46402183	46406183	NM_053149	Hemgn	-	0	0	0	0
chr4	46448926	46452926	NM_130889	Anp32b	+	0	0	0	0
chr4	46487329	46491329	NM_053179	Nans	+	-1	0	0	0
chr4	46533901	46537901	NR_151695	Gm16731	+	0	0	0	0
chr4	46534141	46538141	NM_029077	Trim14	-	0	0	0	0
chr4	46564440	46568440	NM_178893	Coro2a	-	0	-1	0	0
chr4	46599929	46603929	NM_001164804	Coro2a	-	0	0	0	0
chr4	46648199	46652199	NM_198664	Tbc1d2	-	-1	0	0	0
chr4	46989714	46993714	NM_001081141	Gabbr2	-	0	0	0	0
chr4	47055306	47059306	NM_001024136	Anks6	-	0	0	0	0
chr4	47055306	47059306	NM_001356426	Anks6	-	0	0	0	0
chr4	47055306	47059306	NR_151464	Anks6	-	0	0	0	0
chr4	47089923	47093923	NM_172693	Galnt12	+	0	0	0	0
chr4	47089923	47093923	NR_156438	Galnt12	+	0	0	0	0
chr4	47206012	47210012	NM_009928	Col15a1	+	0	0	0	0
chr4	47351222	47355222	NM_001312868	Tgfbr1	+	0	1	0	0
chr4	47351222	47355222	NM_009370	Tgfbr1	+	0	0	0	0
chr4	47384216	47388216	NM_001312869	Tgfbr1	+	0	0	0	0
chr4	47472367	47476367	NM_001355496	Alg2	-	0	0	0	0
chr4	47472367	47476367	NM_019998	Alg2	-	0	0	0	0
chr4	47472661	47476661	NM_024171	Sec61b	+	0	0	0	0
chr4	48043305	48047305	NM_001307989	Nr4a3	+	0	0	0	0
chr4	48043305	48047305	NM_015743	Nr4a3	+	0	0	0	0
chr4	48122919	48126919	NM_026343	Stx17	+	0	0	0	0
chr4	48211215	48215215	NR_035484	Mir1958	-	0	0	0	0
chr4	48277589	48281589	NM_029572	Erp44	-	0	0	0	0
chr4	48277635	48281635	NM_001355184	Erp44	-	0	0	0	0
chr4	48277760	48281760	NM_001281977	Invs	+	0	0	0	0
chr4	48277760	48281760	NM_001281978	Invs	+	0	0	0	0
chr4	48277760	48281760	NM_010569	Invs	+	0	0	0	0
chr4	48471463	48475463	NM_001355740	Tex10	-	-1	-1	0	0
chr4	48471463	48475463	NM_001355741	Tex10	-	-1	0	0	0
chr4	48471463	48475463	NM_172304	Tex10	-	1	0	0	0
chr4	48537946	48541946	NM_001145925	Msantd3	+	0	0	0	0
chr4	48538081	48542081	NM_001145924	Msantd3	+	0	0	0	1
chr4	48538499	48542499	NM_028137	Msantd3	+	-1	0	0	0
chr4	48583174	48587174	NM_001356272	Tmeff1	+	0	-1	-1	0
chr4	48583174	48587174	NM_021436	Tmeff1	+	0	0	1	-1
chr4	48661514	48665514	NM_026509	Cavin4	+	0	0	0	0
chr4	49057462	49061462	NM_178756	Plppr1	+	0	0	0	0
chr4	49403758	49407758	NM_001356289	Acnat2	-	0	0	0	0
chr4	49406151	49410151	NM_145368	Acnat2	-	0	0	0	0
chr4	49449109	49453109	NM_001164565	Acnat1	-	0	0	0	0
chr4	49504558	49508558	NM_007519	Baat	-	0	0	0	0
chr4	49519083	49523083	NM_178603	Mrpl50	-	0	0	0	0
chr4	49519176	49523176	NM_001289901	Zfp189	+	0	0	0	0
chr4	49519176	49523176	NM_145547	Zfp189	+	0	0	0	0
chr4	49547546	49551546	NM_144903	Aldob	-	0	0	0	0
chr4	49595470	49599470	NM_001355503	Pgap4	-	0	0	0	0
chr4	49595470	49599470	NR_149725	Pgap4	-	0	0	0	0
chr4	49595876	49599876	NM_025944	Pgap4	-	0	0	0	0
chr4	49629952	49633952	NR_168526	Gm45952	-	0	0	0	0
chr4	49630060	49634060	NM_001163263	Rnf20	+	0	0	0	0
chr4	49630060	49634060	NM_182999	Rnf20	+	0	-1	0	-1
chr4	49636625	49640625	NM_001356401	Rnf20	+	0	1	0	0
chr4	49679983	49683983	NM_001004025	Ppp3r2	-	0	0	0	0
chr4	49843769	49847769	NM_001033351	Grin3a	-	0	0	0	0
chr4	49843769	49847769	NM_001276355	Grin3a	-	0	0	0	0
chr4	51214678	51218678	NM_001162865	Cylc2	+	0	0	0	0
chr4	52049110	52053110	NR_040668	C630028M04Rik	-	0	0	0	0
chr4	52436964	52440964	NR_045175	Smc2os	-	0	0	0	0
chr4	52437221	52441221	NM_001301412	Smc2	+	0	0	0	0
chr4	52437221	52441221	NM_008017	Smc2	+	0	0	0	0
chr4	52594274	52598274	NM_026652	Toporsl	+	0	0	0	0
chr4	52605206	52609206	NM_001356293	Toporsl	+	0	0	0	0
chr4	52812604	52816604	NR_040661	4930552N02Rik	+	0	0	0	0
chr4	52823399	52827399	NM_146858	Olfr275	+	0	0	0	0
chr4	52854511	52858511	NM_146824	Olfr273	-	0	0	0	0
chr4	52909792	52913792	NM_146839	Olfr272	-	0	0	0	0
chr4	52968629	52972629	NM_146607	Olfr270	+	0	0	0	0
chr4	52987284	52991284	NM_028529	Nipsnap3a	+	0	0	0	0
chr4	53009880	53013880	NM_001347099	Nipsnap3b	+	0	0	0	0
chr4	53009880	53013880	NM_025623	Nipsnap3b	+	0	0	0	0
chr4	53157895	53161895	NM_013454	Abca1	-	0	0	0	0
chr4	53244196	53248196	NR_040665	4930522O17Rik	+	0	0	0	0
chr4	53263492	53267492	NR_033140	Mexis	-	0	0	0	0
chr4	53268232	53272232	NR_033139	Mexis	-	0	0	0	0
chr4	53438413	53442413	NM_001159633	Slc44a1	+	0	0	0	-1
chr4	53438413	53442413	NM_133891	Slc44a1	+	0	0	1	0
chr4	53438416	53442416	NM_001374697	Slc44a1	+	0	0	0	0
chr4	53629424	53633424	NM_001369182	Fsd1l	+	0	0	0	0
chr4	53629471	53633471	NM_001195284	Fsd1l	+	0	0	0	0
chr4	53629471	53633471	NM_001355377	Fsd1l	+	0	0	0	0
chr4	53629471	53633471	NM_176966	Fsd1l	+	0	0	0	0
chr4	53712154	53716154	NM_001363126	Fktn	+	0	0	0	0
chr4	53712154	53716154	NM_001363127	Fktn	+	0	0	0	0
chr4	53712154	53716154	NM_001363128	Fktn	+	0	0	0	0
chr4	53712154	53716154	NM_139309	Fktn	+	0	0	0	0
chr4	53712154	53716154	NR_156448	Fktn	+	0	0	0	0
chr4	53777701	53781701	NM_009317	Tal2	+	0	0	0	0
chr4	53824045	53828045	NM_028053	Tmem38b	+	0	0	0	0
chr4	54945945	54949945	NM_172867	Zfp462	+	0	0	0	0
chr4	55348042	55352042	NM_009011	Rad23b	+	0	0	0	0
chr4	55416842	55420842	NR_040674	Gm12505	-	0	0	0	0
chr4	55530475	55534475	NM_010637	Klf4	-	-1	0	-1	-1
chr4	56739425	56743425	NM_025271	Actl7b	-	0	0	0	0
chr4	56741422	56745422	NM_009611	Actl7a	+	0	0	0	0
chr4	56800329	56804329	NM_001081420	Abitram	+	0	0	0	0
chr4	56800331	56804331	NM_026079	Elp1	-	0	0	0	0
chr4	56863211	56867211	NM_018761	Ctnnal1	-	0	0	0	0
chr4	56893298	56897298	NR_029789	Mir32	-	0	0	0	0
chr4	56945429	56949429	NM_001369260	Tmem245	-	0	0	0	0
chr4	56945429	56949429	NM_001369261	Tmem245	-	0	0	0	0
chr4	56945429	56949429	NM_175518	Tmem245	-	0	0	0	0
chr4	56945429	56949429	NR_161227	Tmem245	-	0	0	0	0
chr4	56945429	56949429	NR_161228	Tmem245	-	0	0	0	0
chr4	56988391	56992391	NM_001142965	Frrs1l	-	0	0	0	0
chr4	57141156	57145156	NM_001355492	Epb41l4b	-	0	0	0	0
chr4	57141156	57145156	NM_019427	Epb41l4b	-	0	0	0	0
chr4	57170071	57174071	NR_040669	Gm12530	+	0	0	0	0
chr4	57298369	57302369	NM_001384115	Ptpn3	-	0	0	0	0
chr4	57299837	57303837	NM_011207	Ptpn3	-	0	0	0	0
chr4	57362292	57366292	NR_038178	1700042G15Rik	-	0	0	0	0
chr4	57362292	57366292	NR_038179	1700042G15Rik	-	0	0	0	0
chr4	57432475	57436475	NM_001384149	Pakap	+	0	0	0	0
chr4	57432475	57436475	NM_001384157	Pakap	+	0	0	0	0
chr4	57565830	57569830	NM_001384150	Pakap	+	0	0	0	0
chr4	57566248	57570248	NM_001304544	Pakap	+	0	0	0	0
chr4	57566248	57570248	NM_172868	Pakap	+	0	0	0	0
chr4	57843248	57847248	NM_001035532	Pakap	+	0	0	0	0
chr4	57843248	57847248	NM_009649	Pakap	+	0	0	0	0
chr4	57852562	57856562	NM_001035533	Pakap	+	0	0	0	0
chr4	57914264	57918264	NM_178727	D630039A03Rik	-	0	0	0	0
chr4	57954411	57958411	NM_011660	Txn1	-	0	0	0	0
chr4	58007126	58011126	NM_026132	Txndc8	-	0	0	0	0
chr4	58204596	58208596	NM_022814	Svep1	-	0	0	0	0
chr4	58283962	58287962	NM_001037127	Musk	+	0	0	0	0
chr4	58283962	58287962	NM_001037128	Musk	+	0	0	0	0
chr4	58283962	58287962	NM_001037129	Musk	+	0	0	0	0
chr4	58283962	58287962	NM_001037130	Musk	+	0	0	0	0
chr4	58283962	58287962	NM_001165996	Musk	+	0	0	0	0
chr4	58283962	58287962	NM_010944	Musk	+	0	0	0	0
chr4	58439098	58443098	NR_037278	Mir3095	-	0	0	0	0
chr4	58497403	58501403	NM_001290486	Lpar1	-	0	0	0	0
chr4	58551293	58555293	NM_172989	Lpar1	-	0	0	0	0
chr4	58551491	58555491	NM_010336	Lpar1	-	0	0	0	0
chr4	58783720	58787720	NM_146920	Olfr267	-	0	0	0	0
chr4	58909930	58913930	NM_001355696	Ecpas	-	0	0	0	0
chr4	58909930	58913930	NM_001355697	Ecpas	-	0	0	0	0
chr4	58910749	58914749	NM_172381	Ecpas	-	0	0	0	0
chr4	58941628	58945628	NM_001099323	Zkscan16	+	0	0	0	0
chr4	58941628	58945628	NM_001355408	Zkscan16	+	0	0	0	0
chr4	58985078	58989078	NM_025968	Ptgr1	-	0	0	0	0
chr4	59001193	59005193	NM_001033165	Dnajc25	+	0	0	0	0
chr4	59033156	59037156	NM_025277	Gng10	+	0	0	0	0
chr4	59136983	59140983	NM_001370843	Shoc1	-	0	0	0	0
chr4	59187550	59191550	NM_011673	Ugcg	+	0	0	-1	0
chr4	59258051	59262051	NR_105031	Gm12596	+	0	0	0	0
chr4	59436633	59440633	NM_001163288	Susd1	-	0	0	0	0
chr4	59547364	59551364	NM_144904	Ptbp3	-	0	0	0	1
chr4	59547364	59551364	NM_178164	Ptbp3	-	0	0	0	-1
chr4	59579563	59583563	NM_001301367	Hsdl2	+	-1	1	0	0
chr4	59579563	59583563	NM_024255	Hsdl2	+	1	0	0	0
chr4	59624211	59628211	NM_001015681	E130308A19Rik	+	0	0	0	0
chr4	59624211	59628211	NM_153158	E130308A19Rik	+	0	0	0	0
chr4	59781855	59785855	NM_001013577	Inip	-	0	0	0	0
chr4	59803650	59807650	NM_172468	Snx30	+	0	0	0	0
chr4	59913056	59917056	NM_021053	Slc46a2	-	0	0	0	0
chr4	59958667	59962667	NM_008648	Mup4	-	0	0	0	0
chr4	60001481	60005481	NM_001081285	Mup6	+	0	0	0	0
chr4	60068475	60072475	NM_001347129	Mup7	-	0	0	0	0
chr4	60220540	60224540	NM_001347131	Mup8	-	0	0	0	0
chr4	60419952	60423952	NM_001281979	Mup9	-	0	0	0	0
chr4	60499960	60503960	NM_001163010	Mup1	-	0	0	0	0
chr4	60499960	60503960	NM_001163011	Mup1	-	0	0	0	0
chr4	60499960	60503960	NM_031188	Mup1	-	0	0	0	0
chr4	60580155	60584155	NM_001122647	Mup10	-	0	0	0	0
chr4	60660395	60664395	NM_001164526	Mup11	-	0	0	0	0
chr4	60739281	60743281	NM_001199995	Mup12	-	0	0	0	0
chr4	60819590	60823590	NM_001347154	Mup22	-	0	0	0	0
chr4	61226227	61230227	NM_001347134	Mup13	-	0	0	0	0
chr4	61301998	61305998	NM_001199999	Mup14	-	0	0	0	0
chr4	61437702	61441702	NM_001045550	Mup2	-	0	0	0	0
chr4	61437702	61441702	NM_001286096	Mup2	-	0	0	0	0
chr4	61437702	61441702	NM_008647	Mup2	-	0	0	0	0
chr4	61437704	61441704	NM_001200004	Mup15	-	0	0	0	0
chr4	61517486	61521486	NM_001199936	Mup16	-	0	0	0	0
chr4	61593832	61597832	NM_001200006	Mup17	-	0	0	0	0
chr4	61672094	61676094	NM_001199333	Mup18	-	0	0	0	0
chr4	61780224	61784224	NM_001135127	Mup19	-	0	0	0	0
chr4	61833180	61837180	NM_008649	Mup5	-	0	0	0	0
chr4	62052117	62056117	NM_001012323	Mup20	-	0	0	0	0
chr4	62085317	62089317	NM_001039544	Mup3	-	0	0	0	0
chr4	62085317	62089317	NR_149826	Mup3	-	0	0	0	0
chr4	62148841	62152841	NM_001009550	Mup21	-	0	0	0	0
chr4	62206202	62210202	NM_001290353	Zfp37	-	0	0	0	0
chr4	62206202	62210202	NM_001348347	Zfp37	-	0	0	0	0
chr4	62206546	62210546	NM_001290350	Zfp37	-	0	0	0	0
chr4	62206546	62210546	NM_001290351	Zfp37	-	0	0	0	0
chr4	62206546	62210546	NM_009554	Zfp37	-	0	0	0	0
chr4	62284429	62288429	NM_025286	Slc31a2	+	0	0	0	0
chr4	62289547	62293547	NM_001290518	Slc31a2	+	0	0	0	0
chr4	62358596	62362596	NM_001045528	Fkbp15	-	0	0	0	0
chr4	62358596	62362596	NM_001355385	Fkbp15	-	0	0	0	0
chr4	62358701	62362701	NM_175090	Slc31a1	+	0	0	0	0
chr4	62406625	62410625	NM_001368241	Cdc26	-	0	0	0	0
chr4	62406625	62410625	NM_139291	Cdc26	-	0	0	0	0
chr4	62406783	62410783	NM_027297	Prpf4	+	0	0	0	0
chr4	62432640	62436640	NM_001379624	Rnf183	-	0	0	0	0
chr4	62432640	62436640	NM_001379625	Rnf183	-	0	0	0	0
chr4	62433250	62437250	NM_001379623	Rnf183	-	0	0	0	0
chr4	62433250	62437250	NM_153504	Rnf183	-	0	0	0	0
chr4	62468899	62472899	NM_001290521	Wdr31	-	0	0	0	0
chr4	62468899	62472899	NM_001290522	Wdr31	-	0	0	0	0
chr4	62468899	62472899	NM_001355523	Wdr31	-	0	0	0	0
chr4	62468899	62472899	NM_023597	Wdr31	-	0	0	0	0
chr4	62478062	62482062	NM_001368623	Bspry	+	0	0	0	0
chr4	62478067	62482067	NM_138653	Bspry	+	-1	0	0	0
chr4	62500200	62504200	NM_024257	Hdhd3	-	0	0	-1	0
chr4	62517909	62521909	NM_001276446	Alad	-	0	0	0	0
chr4	62518063	62522063	NM_008525	Alad	-	0	0	0	0
chr4	62523014	62527014	NM_021498	Pole3	-	0	0	0	0
chr4	62523369	62527369	NM_001356420	4933430I17Rik	+	0	0	0	0
chr4	62523369	62527369	NM_177607	4933430I17Rik	+	0	0	0	0
chr4	62523621	62527621	NM_001356421	4933430I17Rik	+	0	0	-1	-1
chr4	62523621	62527621	NM_001356422	4933430I17Rik	+	0	0	0	0
chr4	62523621	62527621	NM_001377106	4933430I17Rik	+	0	0	-1	0
chr4	62557847	62561847	NM_019492	Rgs3	+	0	0	0	0
chr4	62617672	62621672	NM_001081650	Rgs3	+	0	0	0	0
chr4	62617672	62621672	NM_134257	Rgs3	+	0	0	0	0
chr4	62671974	62675974	NM_001310706	Rgs3	+	0	0	0	0
chr4	62721291	62725291	NR_168135	Gm11210	+	0	0	0	0
chr4	62725551	62729551	NR_166522	Gm11211	-	0	0	0	0
chr4	62963567	62967567	NM_001369113	Zfp618	+	0	0	0	0
chr4	62963567	62967567	NM_001369114	Zfp618	+	0	0	0	0
chr4	62963567	62967567	NM_001369115	Zfp618	+	0	0	0	0
chr4	62963567	62967567	NM_001369116	Zfp618	+	0	0	0	0
chr4	62963567	62967567	NM_001369117	Zfp618	+	0	0	0	0
chr4	62963567	62967567	NM_001369118	Zfp618	+	0	0	0	0
chr4	62963567	62967567	NM_001369119	Zfp618	+	0	0	0	0
chr4	62963567	62967567	NM_028326	Zfp618	+	0	0	0	0
chr4	62963567	62967567	NM_028327	Zfp618	+	0	0	0	0
chr4	63152172	63156172	NM_007443	Ambp	-	0	0	0	0
chr4	63170131	63174131	NM_001317352	Kif12	-	0	0	0	0
chr4	63170131	63174131	NM_010616	Kif12	-	0	0	0	0
chr4	63213412	63217412	NM_025685	Col27a1	+	0	0	0	0
chr4	63254851	63258851	NR_030477	Mir455	+	0	0	0	0
chr4	63342556	63346556	NM_008768	Orm1	+	0	0	0	0
chr4	63354158	63358158	NM_001379520	Orm3	+	0	0	0	0
chr4	63354158	63358158	NM_001379521	Orm3	+	0	0	0	0
chr4	63354158	63358158	NM_013623	Orm3	+	0	0	0	0
chr4	63354158	63358158	NR_166739	Orm3	+	0	0	0	0
chr4	63354158	63358158	NR_166740	Orm3	+	0	0	0	0
chr4	63360449	63364449	NM_011016	Orm2	+	0	0	0	0
chr4	63396240	63400240	NM_001305432	Akna	-	0	0	0	0
chr4	63401445	63405445	NM_001045514	Akna	-	0	0	0	0
chr4	63493991	63497991	NM_001008791	Whrn	-	0	0	0	0
chr4	63493991	63497991	NM_001008792	Whrn	-	0	0	0	0
chr4	63493991	63497991	NM_001008793	Whrn	-	0	0	0	0
chr4	63493991	63497991	NM_001276371	Whrn	-	0	0	-1	0
chr4	63493991	63497991	NM_028640	Whrn	-	0	0	0	0
chr4	63542765	63546765	NM_024173	Atp6v1g1	+	0	0	0	0
chr4	63556763	63560763	NM_001356354	Tmem268	+	0	0	0	0
chr4	63556763	63560763	NM_001356355	Tmem268	+	0	0	0	0
chr4	63558227	63562227	NM_144905	Tmem268	+	0	0	0	0
chr4	63598764	63602764	NM_001354647	Gm11213	-	0	0	0	0
chr4	63603261	63607261	NR_028583	Gm11213	-	0	0	0	0
chr4	63620416	63624416	NM_001356325	Tex48	-	0	0	0	0
chr4	63620433	63624433	NM_029324	Tex48	-	0	0	0	0
chr4	63632421	63636421	NR_151544	Gm11482	+	0	0	0	0
chr4	63743059	63747059	NM_177371	Tnfsf15	-	0	0	0	0
chr4	63859284	63863284	NM_009403	Tnfsf8	-	0	0	0	0
chr4	64044936	64048936	NM_001369211	Tnc	-	0	0	0	0
chr4	64044936	64048936	NM_001369212	Tnc	-	0	0	0	0
chr4	64044936	64048936	NM_001369213	Tnc	-	0	0	0	0
chr4	64044936	64048936	NM_001369214	Tnc	-	0	0	0	0
chr4	64045015	64049015	NM_011607	Tnc	-	0	0	0	0
chr4	64274603	64278603	NR_151546	Gm11217	-	0	0	0	0
chr4	65122174	65126174	NM_021362	Pappa	+	0	0	0	0
chr4	65602986	65606986	NM_001161782	Trim32	+	0	0	0	0
chr4	65602986	65606986	NM_053084	Trim32	+	0	0	0	-1
chr4	66402483	66406483	NM_019514	Astn2	-	0	0	0	0
chr4	66402483	66406483	NM_207109	Astn2	-	0	0	0	0
chr4	66825551	66829551	NM_021297	Tlr4	+	0	0	0	0
chr4	68319961	68323961	NR_151548	Gm12911	-	0	0	0	0
chr4	68952397	68956397	NM_019967	Brinp1	-	0	0	0	0
chr4	70408435	70412435	NM_001313762	Cdk5rap2	-	0	0	0	0
chr4	70408435	70412435	NM_145990	Cdk5rap2	-	0	0	0	0
chr4	70532928	70536928	NM_172694	Megf9	-	0	0	0	0
chr4	70623178	70627178	NR_168632	Gm32209	+	0	0	0	0
chr4	70623178	70627178	NR_168633	Gm32209	+	0	0	0	0
chr4	72198893	72202893	NM_001285529	Tle1	-	0	0	0	0
chr4	72198893	72202893	NM_001285530	Tle1	-	0	0	0	0
chr4	72198893	72202893	NM_001285531	Tle1	-	0	1	0	0
chr4	72198893	72202893	NM_001285532	Tle1	-	0	0	0	0
chr4	72198893	72202893	NM_011599	Tle1	-	-1	0	0	0
chr4	72199244	72203244	NR_027923	C630043F03Rik	+	0	0	0	0
chr4	72850634	72854634	NM_001199270	Aldoart1	-	0	0	0	0
chr4	73403072	73407072	NM_001013393	Gm11487	-	0	0	0	0
chr4	73603511	73607511	NM_001277575	Gm11237	+	0	0	0	0
chr4	73603544	73607544	NM_001256481	Gm38423	+	0	0	0	0
chr4	73603544	73607544	NM_001277487	Gm11239	+	0	0	0	0
chr4	73603544	73607544	NM_001277531	Gm11236	+	0	0	0	0
chr4	73648910	73652910	NM_001277512	Gm11238	+	0	0	0	0
chr4	73651246	73655246	NM_001081644	Gm428	+	-1	0	0	0
chr4	73788602	73792602	NM_001017427	Rasef	-	0	0	0	0
chr4	73789244	73793244	NR_046041	Gm11240	+	0	0	0	0
chr4	73789244	73793244	NR_046042	Gm11240	+	0	0	0	0
chr4	73903921	73907921	NM_001085538	Gm11757	-	0	0	0	0
chr4	73903921	73907921	NM_001177578	Gm13871	-	0	0	0	0
chr4	73903953	73907953	NM_001097978	Gm11758	-	-1	0	0	0
chr4	73918716	73922716	NM_001126326	Gm11756	-	-1	0	0	0
chr4	73948846	73952846	NM_027104	2310002L09Rik	-	0	0	0	0
chr4	73948846	73952846	NM_027981	2310002L09Rik	-	0	0	0	0
chr4	74011603	74015603	NM_001163732	Frmd3	+	0	0	0	0
chr4	74011603	74015603	NM_172869	Frmd3	+	0	0	0	0
chr4	74240497	74244497	NM_001172095	Kdm4c	+	0	0	0	0
chr4	74249879	74253879	NM_001356561	Kdm4c	+	0	0	0	0
chr4	74249879	74253879	NM_144787	Kdm4c	+	0	0	1	0
chr4	75276292	75280292	NM_025849	Dmac1	-	0	0	0	0
chr4	76342243	76346243	NM_001352628	Ptprd	-	0	0	0	0
chr4	76342243	76346243	NM_001352629	Ptprd	-	0	0	0	0
